"country"	"YEAR"	"AGE"	"SEX"	"SCHOOL"	"prop_union2"	"prop_child2"	"round"	"childless2"
"Dominican Republic"	"2002"	"21"	"Male"	"0"	"0.2912419869"	"."	"2000"	"."
"Dominican Republic"	"2002"	"21"	"Male"	"1"	"0.0770621013"	"."	"2000"	"."
"Dominican Republic"	"2002"	"21"	"Female"	"0"	"0.6743509278"	"0.7638961686"	"2000"	"0.2361038314"
"Dominican Republic"	"2002"	"21"	"Female"	"1"	"0.2683107295"	"0.3098444259"	"2000"	"0.6901555741"
"Dominican Republic"	"2002"	"22"	"Male"	"0"	"0.3292184672"	"."	"2000"	"."
"Dominican Republic"	"2002"	"22"	"Male"	"1"	"0.1473707208"	"."	"2000"	"."
"Dominican Republic"	"2002"	"22"	"Female"	"0"	"0.6543668229"	"0.7742975498"	"2000"	"0.2257024502"
"Dominican Republic"	"2002"	"22"	"Female"	"1"	"0.311192653"	"0.366164299"	"2000"	"0.633835701"
"Dominican Republic"	"2002"	"23"	"Male"	"0"	"0.366478652"	"."	"2000"	"."
"Dominican Republic"	"2002"	"23"	"Male"	"1"	"0.2016806884"	"."	"2000"	"."
"Dominican Republic"	"2002"	"23"	"Female"	"0"	"0.674124687"	"0.821188616"	"2000"	"0.178811384"
"Dominican Republic"	"2002"	"23"	"Female"	"1"	"0.277819231"	"0.3472392006"	"2000"	"0.6527607994"
"Dominican Republic"	"2002"	"24"	"Male"	"0"	"0.4690870904"	"."	"2000"	"."
"Dominican Republic"	"2002"	"24"	"Male"	"1"	"0.2611620478"	"."	"2000"	"."
"Dominican Republic"	"2002"	"24"	"Female"	"0"	"0.6819667549"	"0.8407699905"	"2000"	"0.1592300095"
"Dominican Republic"	"2002"	"24"	"Female"	"1"	"0.5114067238"	"0.5535963288"	"2000"	"0.4464036712"
"Ecuador"	"2001"	"12"	"Male"	"0"	"0.0212136162"	"."	"2000"	"."
"Ecuador"	"2001"	"12"	"Male"	"1"	"0.005413058"	"."	"2000"	"."
"Ecuador"	"2001"	"12"	"Female"	"0"	"0.0388859695"	"0.032597266"	"2000"	"0.967402734"
"Ecuador"	"2001"	"12"	"Female"	"1"	"0.0071885684"	"0.0013162513"	"2000"	"0.9986837487"
"Ecuador"	"2001"	"13"	"Male"	"0"	"0.0142500891"	"."	"2000"	"."
"Ecuador"	"2001"	"13"	"Male"	"1"	"0.0043083263"	"."	"2000"	"."
"Ecuador"	"2001"	"13"	"Female"	"0"	"0.0351473923"	"0.0283553875"	"2000"	"0.9716446125"
"Ecuador"	"2001"	"13"	"Female"	"1"	"0.0068354674"	"0.002122323"	"2000"	"0.997877677"
"Ecuador"	"2001"	"14"	"Male"	"0"	"0.0183384273"	"."	"2000"	"."
"Ecuador"	"2001"	"14"	"Male"	"1"	"0.0043247919"	"."	"2000"	"."
"Ecuador"	"2001"	"14"	"Female"	"0"	"0.0607231576"	"0.0464344942"	"2000"	"0.9535655058"
"Ecuador"	"2001"	"14"	"Female"	"1"	"0.00832"	"0.0038465648"	"2000"	"0.9961534352"
"Ecuador"	"2001"	"15"	"Male"	"0"	"0.0310352997"	"."	"2000"	"."
"Ecuador"	"2001"	"15"	"Male"	"1"	"0.015721369"	"."	"2000"	"."
"Ecuador"	"2001"	"15"	"Female"	"0"	"0.1678866588"	"0.0860723575"	"2000"	"0.9139276425"
"Ecuador"	"2001"	"15"	"Female"	"1"	"0.0295836377"	"0.0071933675"	"2000"	"0.9928066325"
"Ecuador"	"2001"	"16"	"Male"	"0"	"0.0461236506"	"."	"2000"	"."
"Ecuador"	"2001"	"16"	"Male"	"1"	"0.0177705977"	"."	"2000"	"."
"Ecuador"	"2001"	"16"	"Female"	"0"	"0.2550177096"	"0.1776989756"	"2000"	"0.8223010244"
"Ecuador"	"2001"	"16"	"Female"	"1"	"0.0399693526"	"0.018812388"	"2000"	"0.981187612"
"Ecuador"	"2001"	"17"	"Male"	"0"	"0.0832758621"	"."	"2000"	"."
"Ecuador"	"2001"	"17"	"Male"	"1"	"0.0239316239"	"."	"2000"	"."
"Ecuador"	"2001"	"17"	"Female"	"0"	"0.3753299314"	"0.2961070988"	"2000"	"0.7038929012"
"Ecuador"	"2001"	"17"	"Female"	"1"	"0.0650577125"	"0.0335036058"	"2000"	"0.9664963942"
"Ecuador"	"2001"	"18"	"Male"	"0"	"0.1244829369"	"."	"2000"	"."
"Ecuador"	"2001"	"18"	"Male"	"1"	"0.0328746177"	"."	"2000"	"."
"Ecuador"	"2001"	"18"	"Female"	"0"	"0.4147157191"	"0.3925662668"	"2000"	"0.6074337332"
"Ecuador"	"2001"	"18"	"Female"	"1"	"0.0859259259"	"0.0647703248"	"2000"	"0.9352296752"
"Ecuador"	"2001"	"19"	"Male"	"0"	"0.1899494743"	"."	"2000"	"."
"Ecuador"	"2001"	"19"	"Male"	"1"	"0.0542264753"	"."	"2000"	"."
"Ecuador"	"2001"	"19"	"Female"	"0"	"0.490872211"	"0.4902518856"	"2000"	"0.5097481144"
"Ecuador"	"2001"	"19"	"Female"	"1"	"0.112474894"	"0.0962775735"	"2000"	"0.9037224265"
"Ecuador"	"2001"	"20"	"Male"	"0"	"0.2743960208"	"."	"2000"	"."
"Ecuador"	"2001"	"20"	"Male"	"1"	"0.0971830986"	"."	"2000"	"."
"Ecuador"	"2001"	"20"	"Female"	"0"	"0.5545786709"	"0.5784633999"	"2000"	"0.4215366001"
"Ecuador"	"2001"	"20"	"Female"	"1"	"0.1604570293"	"0.1425184405"	"2000"	"0.8574815595"
"Ecuador"	"2001"	"21"	"Male"	"0"	"0.376801406"	"."	"2000"	"."
"Ecuador"	"2001"	"21"	"Male"	"1"	"0.1311905543"	"."	"2000"	"."
"Ecuador"	"2001"	"21"	"Female"	"0"	"0.5961061947"	"0.6462188004"	"2000"	"0.3537811996"
"Ecuador"	"2001"	"21"	"Female"	"1"	"0.2115165336"	"0.1964986417"	"2000"	"0.8035013583"
"Ecuador"	"2001"	"22"	"Male"	"0"	"0.4325560128"	"."	"2000"	"."
"Ecuador"	"2001"	"22"	"Male"	"1"	"0.1741366642"	"."	"2000"	"."
"Ecuador"	"2001"	"22"	"Female"	"0"	"0.6328523381"	"0.6846206738"	"2000"	"0.3153793262"
"Ecuador"	"2001"	"22"	"Female"	"1"	"0.2481895984"	"0.2410683316"	"2000"	"0.7589316684"
"Ecuador"	"2001"	"23"	"Male"	"0"	"0.5132132456"	"."	"2000"	"."
"Ecuador"	"2001"	"23"	"Male"	"1"	"0.22236671"	"."	"2000"	"."
"Ecuador"	"2001"	"23"	"Female"	"0"	"0.6594126347"	"0.7281253448"	"2000"	"0.2718746552"
"Ecuador"	"2001"	"23"	"Female"	"1"	"0.3127229489"	"0.3194502291"	"2000"	"0.6805497709"
"Ecuador"	"2001"	"24"	"Male"	"0"	"0.5562067753"	"."	"2000"	"."
"Ecuador"	"2001"	"24"	"Male"	"1"	"0.282309322"	"."	"2000"	"."
"Ecuador"	"2001"	"24"	"Female"	"0"	"0.6824838234"	"0.7481674155"	"2000"	"0.2518325845"
"Ecuador"	"2001"	"24"	"Female"	"1"	"0.3965863454"	"0.4048884166"	"2000"	"0.5951115834"
"Spain"	"2001"	"12"	"Male"	"0"	"0"	"0"	"2000"	"1"
"Spain"	"2001"	"12"	"Male"	"1"	"0"	"0"	"2000"	"1"
"Spain"	"2001"	"12"	"Female"	"0"	"0"	"0"	"2000"	"1"
"Spain"	"2001"	"12"	"Female"	"1"	"0"	"0"	"2000"	"1"
"Spain"	"2001"	"13"	"Male"	"0"	"0"	"0"	"2000"	"1"
"Spain"	"2001"	"13"	"Male"	"1"	"0"	"0"	"2000"	"1"
"Spain"	"2001"	"13"	"Female"	"0"	"0"	"0"	"2000"	"1"
"Spain"	"2001"	"13"	"Female"	"1"	"0.0000971157"	"0"	"2000"	"1"
"Spain"	"2001"	"14"	"Male"	"0"	"0"	"0"	"2000"	"1"
"Spain"	"2001"	"14"	"Male"	"1"	"0.0000913325"	"0"	"2000"	"1"
"Spain"	"2001"	"14"	"Female"	"0"	"0"	"0"	"2000"	"1"
"Spain"	"2001"	"14"	"Female"	"1"	"0.0001873361"	"0.000093668"	"2000"	"0.999906332"
"Spain"	"2001"	"15"	"Male"	"0"	"0.0030864198"	"0"	"2000"	"1"
"Spain"	"2001"	"15"	"Male"	"1"	"0.0006256144"	"0"	"2000"	"1"
"Spain"	"2001"	"15"	"Female"	"0"	"0.0028011204"	"0.0028011204"	"2000"	"0.9971988796"
"Spain"	"2001"	"15"	"Female"	"1"	"0.0011695906"	"0.0001949318"	"2000"	"0.9998050682"
"Spain"	"2001"	"16"	"Male"	"0"	"0.0122860904"	"0.0017551558"	"2000"	"0.9982448442"
"Spain"	"2001"	"16"	"Male"	"1"	"0.000813918"	"0"	"2000"	"1"
"Spain"	"2001"	"16"	"Female"	"0"	"0.0454863541"	"0.0139958013"	"2000"	"0.9860041987"
"Spain"	"2001"	"16"	"Female"	"1"	"0.0015902992"	"0.0008945433"	"2000"	"0.9991054567"
"Spain"	"2001"	"17"	"Male"	"0"	"0.0108843537"	"0.0013605442"	"2000"	"0.9986394558"
"Spain"	"2001"	"17"	"Male"	"1"	"0.001890149"	"0.0001111852"	"2000"	"0.9998888148"
"Spain"	"2001"	"17"	"Female"	"0"	"0.0562671546"	"0.032936871"	"2000"	"0.967063129"
"Spain"	"2001"	"17"	"Female"	"1"	"0.0027305825"	"0.001921521"	"2000"	"0.998078479"
"Spain"	"2001"	"18"	"Male"	"0"	"0.0187847422"	"0.0061337934"	"2000"	"0.9938662066"
"Spain"	"2001"	"18"	"Male"	"1"	"0.0018858436"	"0.0007543374"	"2000"	"0.9992456626"
"Spain"	"2001"	"18"	"Female"	"0"	"0.0819767442"	"0.0514534884"	"2000"	"0.9485465116"
"Spain"	"2001"	"18"	"Female"	"1"	"0.0040393013"	"0.0040393013"	"2000"	"0.9959606987"
"Spain"	"2001"	"19"	"Male"	"0"	"0.0222727273"	"0.0095454545"	"2000"	"0.9904545455"
"Spain"	"2001"	"19"	"Male"	"1"	"0.0031161089"	"0.000948381"	"2000"	"0.999051619"
"Spain"	"2001"	"19"	"Female"	"0"	"0.103165818"	"0.0630949745"	"2000"	"0.9369050255"
"Spain"	"2001"	"19"	"Female"	"1"	"0.0073639397"	"0.0055229548"	"2000"	"0.9944770452"
"Spain"	"2001"	"20"	"Male"	"0"	"0.0378412698"	"0.0157460317"	"2000"	"0.9842539683"
"Spain"	"2001"	"20"	"Male"	"1"	"0.0055873926"	"0.0017191977"	"2000"	"0.9982808023"
"Spain"	"2001"	"20"	"Female"	"0"	"0.1329571504"	"0.084464821"	"2000"	"0.915535179"
"Spain"	"2001"	"20"	"Female"	"1"	"0.0118378572"	"0.0059787158"	"2000"	"0.9940212842"
"Spain"	"2001"	"21"	"Male"	"0"	"0.0484189723"	"0.0208607817"	"2000"	"0.9791392183"
"Spain"	"2001"	"21"	"Male"	"1"	"0.0070965751"	"0.0023141006"	"2000"	"0.9976858994"
"Spain"	"2001"	"21"	"Female"	"0"	"0.1614318053"	"0.0952178834"	"2000"	"0.9047821166"
"Spain"	"2001"	"21"	"Female"	"1"	"0.0163871951"	"0.009527439"	"2000"	"0.990472561"
"Spain"	"2001"	"22"	"Male"	"0"	"0.0756425234"	"0.0300817757"	"2000"	"0.9699182243"
"Spain"	"2001"	"22"	"Male"	"1"	"0.0098874872"	"0.0022161609"	"2000"	"0.9977838391"
"Spain"	"2001"	"22"	"Female"	"0"	"0.1946765338"	"0.1055144426"	"2000"	"0.8944855574"
"Spain"	"2001"	"22"	"Female"	"1"	"0.0261575045"	"0.0093719401"	"2000"	"0.9906280599"
"Spain"	"2001"	"23"	"Male"	"0"	"0.0894119676"	"0.0344024832"	"2000"	"0.9655975168"
"Spain"	"2001"	"23"	"Male"	"1"	"0.0162458061"	"0.0054741303"	"2000"	"0.9945258697"
"Spain"	"2001"	"23"	"Female"	"0"	"0.2282727725"	"0.118765555"	"2000"	"0.881234445"
"Spain"	"2001"	"23"	"Female"	"1"	"0.0389875806"	"0.0138343028"	"2000"	"0.9861656972"
"Spain"	"2001"	"24"	"Male"	"0"	"0.1278308214"	"0.0459244062"	"2000"	"0.9540755938"
"Spain"	"2001"	"24"	"Male"	"1"	"0.0275606746"	"0.0059646236"	"2000"	"0.9940353764"
"Spain"	"2001"	"24"	"Female"	"0"	"0.2730085757"	"0.1286358412"	"2000"	"0.8713641588"
"Spain"	"2001"	"24"	"Female"	"1"	"0.0599357831"	"0.0155190867"	"2000"	"0.9844809133"
"Ethiopia"	"2000"	"15"	"Female"	"0"	"0.0875067109"	"0.0098048302"	"2000"	"0.9901951698"
"Ethiopia"	"2000"	"15"	"Female"	"1"	"0.0010434617"	"0"	"2000"	"1"
"Ethiopia"	"2000"	"16"	"Female"	"0"	"0.2547736435"	"0.0501101989"	"2000"	"0.9498898011"
"Ethiopia"	"2000"	"16"	"Female"	"1"	"0.0012759077"	"0"	"2000"	"1"
"Ethiopia"	"2000"	"17"	"Female"	"0"	"0.284188113"	"0.166448009"	"2000"	"0.833551991"
"Ethiopia"	"2000"	"17"	"Female"	"1"	"0.0376139415"	"0.0001021158"	"2000"	"0.9998978842"
"Ethiopia"	"2000"	"18"	"Female"	"0"	"0.4343604059"	"0.2736781874"	"2000"	"0.7263218126"
"Ethiopia"	"2000"	"18"	"Female"	"1"	"0.0716669352"	"0.0179542561"	"2000"	"0.9820457439"
"Ethiopia"	"2000"	"19"	"Female"	"0"	"0.526533886"	"0.4267305317"	"2000"	"0.5732694683"
"Ethiopia"	"2000"	"19"	"Female"	"1"	"0.0330642424"	"0.0430486371"	"2000"	"0.9569513629"
"Ethiopia"	"2000"	"20"	"Female"	"0"	"0.6305325666"	"0.5645514152"	"2000"	"0.4354485848"
"Ethiopia"	"2000"	"20"	"Female"	"1"	"0.078236364"	"0.0777051644"	"2000"	"0.9222948356"
"Ethiopia"	"2000"	"21"	"Female"	"0"	"0.659449771"	"0.6237149628"	"2000"	"0.3762850372"
"Ethiopia"	"2000"	"21"	"Female"	"1"	"0.0055371741"	"0.0076587808"	"2000"	"0.9923412192"
"Ethiopia"	"2000"	"22"	"Female"	"0"	"0.6637877605"	"0.6387424384"	"2000"	"0.3612575616"
"Ethiopia"	"2000"	"22"	"Female"	"1"	"0.0441693531"	"0.0268220726"	"2000"	"0.9731779274"
"Ethiopia"	"2000"	"23"	"Female"	"0"	"0.712912714"	"0.7382923862"	"2000"	"0.2617076138"
"Ethiopia"	"2000"	"23"	"Female"	"1"	"0.0904191234"	"0.0848493927"	"2000"	"0.9151506073"
"Ethiopia"	"2000"	"24"	"Female"	"0"	"0.7198752106"	"0.7688664521"	"2000"	"0.2311335479"
"Ethiopia"	"2000"	"24"	"Female"	"1"	"0.0213375793"	"0.1902457964"	"2000"	"0.8097542036"
"France"	"1999"	"12"	"Male"	"0"	"0"	"0"	"2000"	"1"
"France"	"1999"	"12"	"Male"	"1"	"0"	"0"	"2000"	"1"
"France"	"1999"	"12"	"Female"	"0"	"0"	"0"	"2000"	"1"
"France"	"1999"	"12"	"Female"	"1"	"0"	"0"	"2000"	"1"
"France"	"1999"	"13"	"Male"	"0"	"0"	"0"	"2000"	"1"
"France"	"1999"	"13"	"Male"	"1"	"0"	"0"	"2000"	"1"
"France"	"1999"	"13"	"Female"	"0"	"0"	"0"	"2000"	"1"
"France"	"1999"	"13"	"Female"	"1"	"0"	"0"	"2000"	"1"
"France"	"1999"	"14"	"Male"	"0"	"0.0092592593"	"0"	"2000"	"1"
"France"	"1999"	"14"	"Male"	"1"	"0.0003052037"	"0.0001017346"	"2000"	"0.9998982654"
"France"	"1999"	"14"	"Female"	"0"	"0.2125"	"0.0125"	"2000"	"0.9875"
"France"	"1999"	"14"	"Female"	"1"	"0.0024741824"	"0.0001613597"	"2000"	"0.9998386403"
"France"	"1999"	"15"	"Male"	"0"	"0.0197368421"	"0.0065789474"	"2000"	"0.9934210526"
"France"	"1999"	"15"	"Male"	"1"	"0.0008288438"	"0.0003626191"	"2000"	"0.9996373809"
"France"	"1999"	"15"	"Female"	"0"	"0.1470588235"	"0.0294117647"	"2000"	"0.9705882353"
"France"	"1999"	"15"	"Female"	"1"	"0.0036227966"	"0.0008110739"	"2000"	"0.9991889261"
"France"	"1999"	"16"	"Male"	"0"	"0.0074294205"	"0.0029717682"	"2000"	"0.9970282318"
"France"	"1999"	"16"	"Male"	"1"	"0.001048951"	"0.0005994006"	"2000"	"0.9994005994"
"France"	"1999"	"16"	"Female"	"0"	"0.0767494357"	"0.0699774266"	"2000"	"0.9300225734"
"France"	"1999"	"16"	"Female"	"1"	"0.0033930156"	"0.0012528058"	"2000"	"0.9987471942"
"France"	"1999"	"17"	"Male"	"0"	"0.0246652572"	"0.0084566596"	"2000"	"0.9915433404"
"France"	"1999"	"17"	"Male"	"1"	"0.0043577401"	"0.0013681277"	"2000"	"0.9986318723"
"France"	"1999"	"17"	"Female"	"0"	"0.1200453001"	"0.0702151755"	"2000"	"0.9297848245"
"France"	"1999"	"17"	"Female"	"1"	"0.0055995774"	"0.0024300053"	"2000"	"0.9975699947"
"France"	"1999"	"18"	"Male"	"0"	"0.0275417521"	"0.0082039262"	"2000"	"0.9917960738"
"France"	"1999"	"18"	"Male"	"1"	"0.0062756732"	"0.0018256504"	"2000"	"0.9981743496"
"France"	"1999"	"18"	"Female"	"0"	"0.1851676901"	"0.0854983467"	"2000"	"0.9145016533"
"France"	"1999"	"18"	"Female"	"1"	"0.0163906914"	"0.0041955695"	"2000"	"0.9958044305"
"France"	"1999"	"19"	"Male"	"0"	"0.0511135451"	"0.0142387733"	"2000"	"0.9857612267"
"France"	"1999"	"19"	"Male"	"1"	"0.0153248734"	"0.0016642397"	"2000"	"0.9983357603"
"France"	"1999"	"19"	"Female"	"0"	"0.259028319"	"0.1210704079"	"2000"	"0.8789295921"
"France"	"1999"	"19"	"Female"	"1"	"0.0360503645"	"0.0048376408"	"2000"	"0.9951623592"
"France"	"1999"	"20"	"Male"	"0"	"0.075875"	"0.02025"	"2000"	"0.97975"
"France"	"1999"	"20"	"Male"	"1"	"0.0289406142"	"0.0025665988"	"2000"	"0.9974334012"
"France"	"1999"	"20"	"Female"	"0"	"0.2945205479"	"0.1321416639"	"2000"	"0.8678583361"
"France"	"1999"	"20"	"Female"	"1"	"0.0684740765"	"0.0071258907"	"2000"	"0.9928741093"
"France"	"1999"	"21"	"Male"	"0"	"0.1173288749"	"0.0326514555"	"2000"	"0.9673485445"
"France"	"1999"	"21"	"Male"	"1"	"0.0477887936"	"0.0026734989"	"2000"	"0.9973265011"
"France"	"1999"	"21"	"Female"	"0"	"0.3659369115"	"0.1613700565"	"2000"	"0.8386299435"
"France"	"1999"	"21"	"Female"	"1"	"0.0984095427"	"0.0085487078"	"2000"	"0.9914512922"
"France"	"1999"	"22"	"Male"	"0"	"0.1621553037"	"0.0447470817"	"2000"	"0.9552529183"
"France"	"1999"	"22"	"Male"	"1"	"0.0723845158"	"0.0048927903"	"2000"	"0.9951072097"
"France"	"1999"	"22"	"Female"	"0"	"0.4272521859"	"0.1853816681"	"2000"	"0.8146183319"
"France"	"1999"	"22"	"Female"	"1"	"0.1446589447"	"0.0164736165"	"2000"	"0.9835263835"
"France"	"1999"	"23"	"Male"	"0"	"0.2388987567"	"0.0630550622"	"2000"	"0.9369449378"
"France"	"1999"	"23"	"Male"	"1"	"0.1043179213"	"0.0091708063"	"2000"	"0.9908291937"
"France"	"1999"	"23"	"Female"	"0"	"0.4967025897"	"0.2189158758"	"2000"	"0.7810841242"
"France"	"1999"	"23"	"Female"	"1"	"0.1861396483"	"0.0276858785"	"2000"	"0.9723141215"
"France"	"1999"	"24"	"Male"	"0"	"0.3159299727"	"0.0931214303"	"2000"	"0.9068785697"
"France"	"1999"	"24"	"Male"	"1"	"0.1492307692"	"0.0151282051"	"2000"	"0.9848717949"
"France"	"1999"	"24"	"Female"	"0"	"0.5461393597"	"0.2600818235"	"2000"	"0.7399181765"
"France"	"1999"	"24"	"Female"	"1"	"0.237045721"	"0.0382180539"	"2000"	"0.9617819461"
"Gabon"	"2000"	"15"	"Female"	"0"	"0.1505659715"	"0.2636217165"	"2000"	"0.7363782835"
"Gabon"	"2000"	"15"	"Female"	"1"	"0.0422493807"	"0.0327484622"	"2000"	"0.9672515378"
"Gabon"	"2000"	"16"	"Female"	"0"	"0.2649112571"	"0.3150116119"	"2000"	"0.6849883881"
"Gabon"	"2000"	"16"	"Female"	"1"	"0.0917330738"	"0.1153020286"	"2000"	"0.8846979714"
"Gabon"	"2000"	"17"	"Female"	"0"	"0.3033472723"	"0.521223155"	"2000"	"0.478776845"
"Gabon"	"2000"	"17"	"Female"	"1"	"0.1411591729"	"0.2161722231"	"2000"	"0.7838277769"
"Gabon"	"2000"	"18"	"Female"	"0"	"0.4838294525"	"0.5923478482"	"2000"	"0.4076521518"
"Gabon"	"2000"	"18"	"Female"	"1"	"0.1513961096"	"0.2375289754"	"2000"	"0.7624710246"
"Gabon"	"2000"	"19"	"Female"	"0"	"0.4683556389"	"0.6929887047"	"2000"	"0.3070112953"
"Gabon"	"2000"	"19"	"Female"	"1"	"0.1961898958"	"0.3035250851"	"2000"	"0.6964749149"
"Gabon"	"2000"	"20"	"Female"	"0"	"0.5749971812"	"0.7565996822"	"2000"	"0.2434003178"
"Gabon"	"2000"	"20"	"Female"	"1"	"0.3213721643"	"0.5206898784"	"2000"	"0.4793101216"
"Gabon"	"2000"	"21"	"Female"	"0"	"0.5675299428"	"0.8465732039"	"2000"	"0.1534267961"
"Gabon"	"2000"	"21"	"Female"	"1"	"0.3548237061"	"0.5678351722"	"2000"	"0.4321648278"
"Gabon"	"2000"	"22"	"Female"	"0"	"0.5666487046"	"0.7788890504"	"2000"	"0.2211109496"
"Gabon"	"2000"	"22"	"Female"	"1"	"0.3493228399"	"0.5394453947"	"2000"	"0.4605546053"
"Gabon"	"2000"	"23"	"Female"	"0"	"0.6591240531"	"0.7938801296"	"2000"	"0.2061198704"
"Gabon"	"2000"	"23"	"Female"	"1"	"0.2038641884"	"0.5578300849"	"2000"	"0.4421699151"
"Gabon"	"2000"	"24"	"Female"	"0"	"0.7031343707"	"0.8852978824"	"2000"	"0.1147021176"
"Gabon"	"2000"	"24"	"Female"	"1"	"0.5425215279"	"0.638254903"	"2000"	"0.361745097"
"Ghana"	"2000"	"12"	"Male"	"0"	"0"	"."	"2000"	"."
"Ghana"	"2000"	"12"	"Male"	"1"	"0"	"."	"2000"	"."
"Ghana"	"2000"	"12"	"Female"	"0"	"0.0045448285"	"0.0136035536"	"2000"	"0.9863964464"
"Ghana"	"2000"	"12"	"Female"	"1"	"0"	"0.0068899976"	"2000"	"0.9931100024"
"Ghana"	"2000"	"13"	"Male"	"0"	"0"	"."	"2000"	"."
"Ghana"	"2000"	"13"	"Male"	"1"	"0"	"."	"2000"	"."
"Ghana"	"2000"	"13"	"Female"	"0"	"0.0043387193"	"0.0125852919"	"2000"	"0.9874147081"
"Ghana"	"2000"	"13"	"Female"	"1"	"0"	"0.0092512909"	"2000"	"0.9907487091"
"Ghana"	"2000"	"14"	"Male"	"0"	"0"	"."	"2000"	"."
"Ghana"	"2000"	"14"	"Male"	"1"	"0"	"."	"2000"	"."
"Ghana"	"2000"	"14"	"Female"	"0"	"0.0050359712"	"0.0180468636"	"2000"	"0.9819531364"
"Ghana"	"2000"	"14"	"Female"	"1"	"0"	"0.0098376015"	"2000"	"0.9901623985"
"Ghana"	"2000"	"15"	"Male"	"0"	"0.1258374599"	"."	"2000"	"."
"Ghana"	"2000"	"15"	"Male"	"1"	"0.067905189"	"."	"2000"	"."
"Ghana"	"2000"	"15"	"Female"	"0"	"0.1541310541"	"0.1201807519"	"2000"	"0.8798192481"
"Ghana"	"2000"	"15"	"Female"	"1"	"0.0597943274"	"0.0996462264"	"2000"	"0.9003537736"
"Ghana"	"2000"	"16"	"Male"	"0"	"0.1238730394"	"."	"2000"	"."
"Ghana"	"2000"	"16"	"Male"	"1"	"0.0607485793"	"."	"2000"	"."
"Ghana"	"2000"	"16"	"Female"	"0"	"0.1704065041"	"0.1391695958"	"2000"	"0.8608304042"
"Ghana"	"2000"	"16"	"Female"	"1"	"0.0647092038"	"0.1011081915"	"2000"	"0.8988918085"
"Ghana"	"2000"	"17"	"Male"	"0"	"0.1125394677"	"."	"2000"	"."
"Ghana"	"2000"	"17"	"Male"	"1"	"0.0662418851"	"."	"2000"	"."
"Ghana"	"2000"	"17"	"Female"	"0"	"0.2125076515"	"0.1902992776"	"2000"	"0.8097007224"
"Ghana"	"2000"	"17"	"Female"	"1"	"0.0692647283"	"0.1077992278"	"2000"	"0.8922007722"
"Ghana"	"2000"	"18"	"Male"	"0"	"0.1188872621"	"."	"2000"	"."
"Ghana"	"2000"	"18"	"Male"	"1"	"0.0666752312"	"."	"2000"	"."
"Ghana"	"2000"	"18"	"Female"	"0"	"0.2993498049"	"0.2574570356"	"2000"	"0.7425429644"
"Ghana"	"2000"	"18"	"Female"	"1"	"0.0821965118"	"0.1294097101"	"2000"	"0.8705902899"
"Ghana"	"2000"	"19"	"Male"	"0"	"0.1198741179"	"."	"2000"	"."
"Ghana"	"2000"	"19"	"Male"	"1"	"0.0673991126"	"."	"2000"	"."
"Ghana"	"2000"	"19"	"Female"	"0"	"0.3611230729"	"0.3146822626"	"2000"	"0.6853177374"
"Ghana"	"2000"	"19"	"Female"	"1"	"0.1104350472"	"0.1637824475"	"2000"	"0.8362175525"
"Ghana"	"2000"	"20"	"Male"	"0"	"0.1789992579"	"."	"2000"	"."
"Ghana"	"2000"	"20"	"Male"	"1"	"0.0691207627"	"."	"2000"	"."
"Ghana"	"2000"	"20"	"Female"	"0"	"0.5059464602"	"0.5078566114"	"2000"	"0.4921433886"
"Ghana"	"2000"	"20"	"Female"	"1"	"0.0937062937"	"0.1955386806"	"2000"	"0.8044613194"
"Ghana"	"2000"	"21"	"Male"	"0"	"0.184213094"	"."	"2000"	"."
"Ghana"	"2000"	"21"	"Male"	"1"	"0.066353187"	"."	"2000"	"."
"Ghana"	"2000"	"21"	"Female"	"0"	"0.4887099597"	"0.5058175682"	"2000"	"0.4941824318"
"Ghana"	"2000"	"21"	"Female"	"1"	"0.1066115702"	"0.1983193277"	"2000"	"0.8016806723"
"Ghana"	"2000"	"22"	"Male"	"0"	"0.2304439746"	"."	"2000"	"."
"Ghana"	"2000"	"22"	"Male"	"1"	"0.0690909091"	"."	"2000"	"."
"Ghana"	"2000"	"22"	"Female"	"0"	"0.5779180971"	"0.5951406967"	"2000"	"0.4048593033"
"Ghana"	"2000"	"22"	"Female"	"1"	"0.1383472609"	"0.2285983067"	"2000"	"0.7714016933"
"Ghana"	"2000"	"23"	"Male"	"0"	"0.2669949037"	"."	"2000"	"."
"Ghana"	"2000"	"23"	"Male"	"1"	"0.0945842868"	"."	"2000"	"."
"Ghana"	"2000"	"23"	"Female"	"0"	"0.5814345992"	"0.6122433105"	"2000"	"0.3877566895"
"Ghana"	"2000"	"23"	"Female"	"1"	"0.1515151515"	"0.2567394095"	"2000"	"0.7432605905"
"Ghana"	"2000"	"24"	"Male"	"0"	"0.3072463768"	"."	"2000"	"."
"Ghana"	"2000"	"24"	"Male"	"1"	"0.1028846154"	"."	"2000"	"."
"Ghana"	"2000"	"24"	"Female"	"0"	"0.635737352"	"0.660600348"	"2000"	"0.339399652"
"Ghana"	"2000"	"24"	"Female"	"1"	"0.1833648393"	"0.273255814"	"2000"	"0.726744186"
"Guinea"	"1999"	"15"	"Female"	"0"	"0.2275976373"	"0.0669856116"	"2000"	"0.9330143884"
"Guinea"	"1999"	"15"	"Female"	"1"	"0.0214456672"	"0"	"2000"	"1"
