"country"	"YEAR"	"AGE"	"SEX"	"SCHOOL"	"prop_union2"	"prop_child2"	"round"	"childless2"
"Kazakhstan"	"1999"	"17"	"Female"	"0"	"0.3021042291"	"0.0556415611"	"2000"	"0.9443584389"
"Kazakhstan"	"1999"	"17"	"Female"	"1"	"0.0116280217"	"0"	"2000"	"1"
"Kazakhstan"	"1999"	"18"	"Female"	"0"	"0.2182064206"	"0.0782322327"	"2000"	"0.9217677673"
"Kazakhstan"	"1999"	"18"	"Female"	"1"	"0.0469913455"	"0.0194466139"	"2000"	"0.9805533861"
"Kazakhstan"	"1999"	"19"	"Female"	"0"	"0.293131198"	"0.2164712625"	"2000"	"0.7835287375"
"Kazakhstan"	"1999"	"19"	"Female"	"1"	"0.1163065691"	"0.0959970665"	"2000"	"0.9040029335"
"Kazakhstan"	"1999"	"20"	"Female"	"0"	"0.3792407469"	"0.248189268"	"2000"	"0.751810732"
"Kazakhstan"	"1999"	"20"	"Female"	"1"	"0.1892689605"	"0.1848803207"	"2000"	"0.8151196793"
"Kazakhstan"	"1999"	"21"	"Female"	"0"	"0.5469303218"	"0.4974638356"	"2000"	"0.5025361644"
"Kazakhstan"	"1999"	"21"	"Female"	"1"	"0.2856928502"	"0.0612065254"	"2000"	"0.9387934746"
"Kazakhstan"	"1999"	"22"	"Female"	"0"	"0.6280679601"	"0.5786905698"	"2000"	"0.4213094302"
"Kazakhstan"	"1999"	"22"	"Female"	"1"	"0.1295141553"	"0.0610337906"	"2000"	"0.9389662094"
"Kazakhstan"	"1999"	"23"	"Female"	"0"	"0.7211604325"	"0.6429167013"	"2000"	"0.3570832987"
"Kazakhstan"	"1999"	"23"	"Female"	"1"	"0.6553082721"	"0.4101335096"	"2000"	"0.5898664904"
"Kazakhstan"	"1999"	"24"	"Female"	"0"	"0.7052378127"	"0.7189954473"	"2000"	"0.2810045527"
"Kazakhstan"	"1999"	"24"	"Female"	"1"	"0.4057128702"	"0"	"2000"	"1"
"Lesotho"	"2004"	"15"	"Female"	"0"	"0.0526706413"	"0.054620648"	"2000"	"0.945379352"
"Lesotho"	"2004"	"15"	"Female"	"1"	"0.0007952527"	"0"	"2000"	"1"
"Lesotho"	"2004"	"16"	"Female"	"0"	"0.2401592338"	"0.1656313156"	"2000"	"0.8343686844"
"Lesotho"	"2004"	"16"	"Female"	"1"	"0"	"0.0036011581"	"2000"	"0.9963988419"
"Lesotho"	"2004"	"17"	"Female"	"0"	"0.3408626048"	"0.1753489535"	"2000"	"0.8246510465"
"Lesotho"	"2004"	"17"	"Female"	"1"	"0.0076912997"	"0.0220028301"	"2000"	"0.9779971699"
"Lesotho"	"2004"	"18"	"Female"	"0"	"0.4549759791"	"0.396208928"	"2000"	"0.603791072"
"Lesotho"	"2004"	"18"	"Female"	"1"	"0.04156912"	"0.0343356579"	"2000"	"0.9656643421"
"Lesotho"	"2004"	"19"	"Female"	"0"	"0.447522309"	"0.4497568372"	"2000"	"0.5502431628"
"Lesotho"	"2004"	"19"	"Female"	"1"	"0.0529429809"	"0.107777503"	"2000"	"0.892222497"
"Lesotho"	"2004"	"20"	"Female"	"0"	"0.517492142"	"0.5402985867"	"2000"	"0.4597014133"
"Lesotho"	"2004"	"20"	"Female"	"1"	"0.0199304294"	"0.1164950766"	"2000"	"0.8835049234"
"Lesotho"	"2004"	"21"	"Female"	"0"	"0.5653037938"	"0.6744096843"	"2000"	"0.3255903157"
"Lesotho"	"2004"	"21"	"Female"	"1"	"0.0176066084"	"0.1106557308"	"2000"	"0.8893442692"
"Lesotho"	"2004"	"22"	"Female"	"0"	"0.616802078"	"0.742511251"	"2000"	"0.257488749"
"Lesotho"	"2004"	"22"	"Female"	"1"	"0.1983205144"	"0.2084871695"	"2000"	"0.7915128305"
"Lesotho"	"2004"	"23"	"Female"	"0"	"0.5974981548"	"0.7121040865"	"2000"	"0.2878959135"
"Lesotho"	"2004"	"23"	"Female"	"1"	"0.057813172"	"0.057813172"	"2000"	"0.942186828"
"Lesotho"	"2004"	"24"	"Female"	"0"	"0.6417249652"	"0.7649984238"	"2000"	"0.2350015762"
"Lesotho"	"2004"	"24"	"Female"	"1"	"0.2020217217"	"0.3926175097"	"2000"	"0.6073824903"
"Morocco"	"2003"	"15"	"Male"	"0"	"0.0328309383"	"."	"2000"	"."
"Morocco"	"2003"	"15"	"Male"	"1"	"0.0195473631"	"."	"2000"	"."
"Morocco"	"2003"	"15"	"Female"	"0"	"0.0592293319"	"0.0053718153"	"2000"	"0.9946281847"
"Morocco"	"2003"	"15"	"Female"	"1"	"0"	"0"	"2000"	"1"
"Morocco"	"2003"	"16"	"Male"	"0"	"0.0147983726"	"."	"2000"	"."
"Morocco"	"2003"	"16"	"Male"	"1"	"0.0107572431"	"."	"2000"	"."
"Morocco"	"2003"	"16"	"Female"	"0"	"0.1027229633"	"0.0110860586"	"2000"	"0.9889139414"
"Morocco"	"2003"	"16"	"Female"	"1"	"0.0029360829"	"0.003074833"	"2000"	"0.996925167"
"Morocco"	"2003"	"17"	"Male"	"0"	"0.0308736008"	"."	"2000"	"."
"Morocco"	"2003"	"17"	"Male"	"1"	"0"	"."	"2000"	"."
"Morocco"	"2003"	"17"	"Female"	"0"	"0.1476880194"	"0.0596789281"	"2000"	"0.9403210719"
"Morocco"	"2003"	"17"	"Female"	"1"	"0.0096589773"	"0.0050408464"	"2000"	"0.9949591536"
"Morocco"	"2003"	"18"	"Male"	"0"	"0.0157702022"	"."	"2000"	"."
"Morocco"	"2003"	"18"	"Male"	"1"	"0.0110794103"	"."	"2000"	"."
"Morocco"	"2003"	"18"	"Female"	"0"	"0.2241624917"	"0.0762139593"	"2000"	"0.9237860407"
"Morocco"	"2003"	"18"	"Female"	"1"	"0.0210115044"	"0.0071304116"	"2000"	"0.9928695884"
"Morocco"	"2003"	"19"	"Male"	"0"	"0.0166202157"	"."	"2000"	"."
"Morocco"	"2003"	"19"	"Male"	"1"	"0.0228783602"	"."	"2000"	"."
"Morocco"	"2003"	"19"	"Female"	"0"	"0.2435297986"	"0.1743239162"	"2000"	"0.8256760838"
"Morocco"	"2003"	"19"	"Female"	"1"	"0.0384547277"	"0.0257856882"	"2000"	"0.9742143118"
"Morocco"	"2003"	"20"	"Male"	"0"	"0.0437912462"	"."	"2000"	"."
"Morocco"	"2003"	"20"	"Male"	"1"	"0.0268517899"	"."	"2000"	"."
"Morocco"	"2003"	"20"	"Female"	"0"	"0.3137192203"	"0.2232578762"	"2000"	"0.7767421238"
"Morocco"	"2003"	"20"	"Female"	"1"	"0.0535157575"	"0.0178348747"	"2000"	"0.9821651253"
"Morocco"	"2003"	"21"	"Male"	"0"	"0.0717168279"	"."	"2000"	"."
"Morocco"	"2003"	"21"	"Male"	"1"	"0.0214682917"	"."	"2000"	"."
"Morocco"	"2003"	"21"	"Female"	"0"	"0.3396984955"	"0.2622391486"	"2000"	"0.7377608514"
"Morocco"	"2003"	"21"	"Female"	"1"	"0.1007989793"	"0.0425834735"	"2000"	"0.9574165265"
"Morocco"	"2003"	"22"	"Male"	"0"	"0.1240468722"	"."	"2000"	"."
"Morocco"	"2003"	"22"	"Male"	"1"	"0.05740162"	"."	"2000"	"."
"Morocco"	"2003"	"22"	"Female"	"0"	"0.3929494297"	"0.3173575236"	"2000"	"0.6826424764"
"Morocco"	"2003"	"22"	"Female"	"1"	"0.2522560691"	"0.2340745855"	"2000"	"0.7659254145"
"Morocco"	"2003"	"23"	"Male"	"0"	"0.1057884183"	"."	"2000"	"."
"Morocco"	"2003"	"23"	"Male"	"1"	"0.0959781138"	"."	"2000"	"."
"Morocco"	"2003"	"23"	"Female"	"0"	"0.429048225"	"0.3838402408"	"2000"	"0.6161597592"
"Morocco"	"2003"	"23"	"Female"	"1"	"0.3684539907"	"0.3097157418"	"2000"	"0.6902842582"
"Morocco"	"2003"	"24"	"Male"	"0"	"0.1509215286"	"."	"2000"	"."
"Morocco"	"2003"	"24"	"Male"	"1"	"0.1813188349"	"."	"2000"	"."
"Morocco"	"2003"	"24"	"Female"	"0"	"0.4809312959"	"0.4214287195"	"2000"	"0.5785712805"
"Morocco"	"2003"	"24"	"Female"	"1"	"0.4008024585"	"0.4042497207"	"2000"	"0.5957502793"
"Madagascar"	"2003"	"15"	"Female"	"0"	"0.2213930865"	"0.1131016479"	"2000"	"0.8868983521"
"Madagascar"	"2003"	"15"	"Female"	"1"	"0.0078891918"	"0"	"2000"	"1"
"Madagascar"	"2003"	"16"	"Female"	"0"	"0.2734836521"	"0.20454155"	"2000"	"0.79545845"
"Madagascar"	"2003"	"16"	"Female"	"1"	"0"	"0"	"2000"	"1"
"Madagascar"	"2003"	"17"	"Female"	"0"	"0.2855620638"	"0.2974747716"	"2000"	"0.7025252284"
"Madagascar"	"2003"	"17"	"Female"	"1"	"0.0181160998"	"0"	"2000"	"1"
"Madagascar"	"2003"	"18"	"Female"	"0"	"0.464436889"	"0.4712655482"	"2000"	"0.5287344518"
"Madagascar"	"2003"	"18"	"Female"	"1"	"0.0346853058"	"0.019067161"	"2000"	"0.980932839"
"Madagascar"	"2003"	"19"	"Female"	"0"	"0.4506778165"	"0.5901168896"	"2000"	"0.4098831104"
"Madagascar"	"2003"	"19"	"Female"	"1"	"0.0137296181"	"0.0037717031"	"2000"	"0.9962282969"
"Madagascar"	"2003"	"20"	"Female"	"0"	"0.591654958"	"0.7319366906"	"2000"	"0.2680633094"
"Madagascar"	"2003"	"20"	"Female"	"1"	"0.0061963451"	"0"	"2000"	"1"
"Madagascar"	"2003"	"21"	"Female"	"0"	"0.6028313348"	"0.7380123525"	"2000"	"0.2619876475"
"Madagascar"	"2003"	"21"	"Female"	"1"	"0.0168140053"	"0.0459001845"	"2000"	"0.9540998155"
"Madagascar"	"2003"	"22"	"Female"	"0"	"0.6778349275"	"0.7774374375"	"2000"	"0.2225625625"
"Madagascar"	"2003"	"22"	"Female"	"1"	"0.0831821375"	"0.0020067252"	"2000"	"0.9979932748"
"Madagascar"	"2003"	"23"	"Female"	"0"	"0.7426603923"	"0.9035262734"	"2000"	"0.0964737266"
"Madagascar"	"2003"	"23"	"Female"	"1"	"0"	"0.1057502337"	"2000"	"0.8942497663"
"Madagascar"	"2003"	"24"	"Female"	"0"	"0.73392984"	"0.880334457"	"2000"	"0.119665543"
"Madagascar"	"2003"	"24"	"Female"	"1"	"0.3508885934"	"0.2421458161"	"2000"	"0.7578541839"
"Mali"	"1998"	"12"	"Male"	"0"	"0.0143739353"	"."	"2000"	"."
"Mali"	"1998"	"12"	"Male"	"1"	"0.0045936396"	"."	"2000"	"."
"Mali"	"1998"	"12"	"Female"	"0"	"0.0322775264"	"0"	"2000"	"1"
"Mali"	"1998"	"12"	"Female"	"1"	"0.0062875888"	"0"	"2000"	"1"
"Mali"	"1998"	"13"	"Male"	"0"	"0.0165059889"	"."	"2000"	"."
"Mali"	"1998"	"13"	"Male"	"1"	"0.0054884742"	"."	"2000"	"."
"Mali"	"1998"	"13"	"Female"	"0"	"0.0394754098"	"0.0171803279"	"2000"	"0.9828196721"
"Mali"	"1998"	"13"	"Female"	"1"	"0.005312085"	"0.0056440903"	"2000"	"0.9943559097"
"Mali"	"1998"	"14"	"Male"	"0"	"0.0179941414"	"."	"2000"	"."
"Mali"	"1998"	"14"	"Male"	"1"	"0.0034347399"	"."	"2000"	"."
"Mali"	"1998"	"14"	"Female"	"0"	"0.0722254169"	"0.0249568718"	"2000"	"0.9750431282"
"Mali"	"1998"	"14"	"Female"	"1"	"0.0076829761"	"0.0052567732"	"2000"	"0.9947432268"
"Mali"	"1998"	"15"	"Male"	"0"	"0.0201586961"	"."	"2000"	"."
"Mali"	"1998"	"15"	"Male"	"1"	"0.0043950362"	"."	"2000"	"."
"Mali"	"1998"	"15"	"Female"	"0"	"0.1996734101"	"0.0840968883"	"2000"	"0.9159031117"
"Mali"	"1998"	"15"	"Female"	"1"	"0.0137488543"	"0.0137488543"	"2000"	"0.9862511457"
"Mali"	"1998"	"16"	"Male"	"0"	"0.0258975868"	"."	"2000"	"."
"Mali"	"1998"	"16"	"Male"	"1"	"0.0059055118"	"."	"2000"	"."
"Mali"	"1998"	"16"	"Female"	"0"	"0.3236704679"	"0.1614622189"	"2000"	"0.8385377811"
"Mali"	"1998"	"16"	"Female"	"1"	"0.0202082058"	"0.0226576852"	"2000"	"0.9773423148"
"Mali"	"1998"	"17"	"Male"	"0"	"0.0306380291"	"."	"2000"	"."
"Mali"	"1998"	"17"	"Male"	"1"	"0.0066833751"	"."	"2000"	"."
"Mali"	"1998"	"17"	"Female"	"0"	"0.4579549475"	"0.291779691"	"2000"	"0.708220309"
"Mali"	"1998"	"17"	"Female"	"1"	"0.0430894309"	"0.0455284553"	"2000"	"0.9544715447"
"Mali"	"1998"	"18"	"Male"	"0"	"0.0405048766"	"."	"2000"	"."
"Mali"	"1998"	"18"	"Male"	"1"	"0.0124952669"	"."	"2000"	"."
"Mali"	"1998"	"18"	"Female"	"0"	"0.5792838875"	"0.421435422"	"2000"	"0.578564578"
"Mali"	"1998"	"18"	"Female"	"1"	"0.0570497148"	"0.075794621"	"2000"	"0.924205379"
"Mali"	"1998"	"19"	"Male"	"0"	"0.0612502631"	"."	"2000"	"."
"Mali"	"1998"	"19"	"Male"	"1"	"0.0104679803"	"."	"2000"	"."
"Mali"	"1998"	"19"	"Female"	"0"	"0.6412429379"	"0.5121302758"	"2000"	"0.4878697242"
"Mali"	"1998"	"19"	"Female"	"1"	"0.0836408364"	"0.1143911439"	"2000"	"0.8856088561"
"Mali"	"1998"	"20"	"Male"	"0"	"0.1092242765"	"."	"2000"	"."
"Mali"	"1998"	"20"	"Male"	"1"	"0.0232044199"	"."	"2000"	"."
"Mali"	"1998"	"20"	"Female"	"0"	"0.7436434758"	"0.6747931442"	"2000"	"0.3252068558"
"Mali"	"1998"	"20"	"Female"	"1"	"0.1479289941"	"0.1680473373"	"2000"	"0.8319526627"
"Mali"	"1998"	"21"	"Male"	"0"	"0.1400250417"	"."	"2000"	"."
"Mali"	"1998"	"21"	"Male"	"1"	"0.0216450216"	"."	"2000"	"."
"Mali"	"1998"	"21"	"Female"	"0"	"0.7359113875"	"0.7098562628"	"2000"	"0.2901437372"
"Mali"	"1998"	"21"	"Female"	"1"	"0.1621621622"	"0.1776061776"	"2000"	"0.8223938224"
"Mali"	"1998"	"22"	"Male"	"0"	"0.193543566"	"."	"2000"	"."
"Mali"	"1998"	"22"	"Male"	"1"	"0.0378469302"	"."	"2000"	"."
"Mali"	"1998"	"22"	"Female"	"0"	"0.8012633056"	"0.7731258491"	"2000"	"0.2268741509"
"Mali"	"1998"	"22"	"Female"	"1"	"0.2101449275"	"0.2264492754"	"2000"	"0.7735507246"
"Mali"	"1998"	"23"	"Male"	"0"	"0.2483275897"	"."	"2000"	"."
"Mali"	"1998"	"23"	"Male"	"1"	"0.0645539906"	"."	"2000"	"."
"Mali"	"1998"	"23"	"Female"	"0"	"0.8148277671"	"0.8009583487"	"2000"	"0.1990416513"
"Mali"	"1998"	"23"	"Female"	"1"	"0.2517006803"	"0.2607709751"	"2000"	"0.7392290249"
"Mali"	"1998"	"24"	"Male"	"0"	"0.3097916667"	"."	"2000"	"."
"Mali"	"1998"	"24"	"Male"	"1"	"0.0809327846"	"."	"2000"	"."
"Mali"	"1998"	"24"	"Female"	"0"	"0.8190027483"	"0.8032989691"	"2000"	"0.1967010309"
"Mali"	"1998"	"24"	"Female"	"1"	"0.2414860681"	"0.2693498452"	"2000"	"0.7306501548"
"Mongolia"	"2000"	"12"	"Male"	"0"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"12"	"Male"	"1"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"12"	"Female"	"0"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"12"	"Female"	"1"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"13"	"Male"	"0"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"13"	"Male"	"1"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"13"	"Female"	"0"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"13"	"Female"	"1"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"14"	"Male"	"0"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"14"	"Male"	"1"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"14"	"Female"	"0"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"14"	"Female"	"1"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"15"	"Male"	"0"	"0.0009496676"	"0"	"2000"	"1"
"Mongolia"	"2000"	"15"	"Male"	"1"	"0.0010070493"	"0"	"2000"	"1"
"Mongolia"	"2000"	"15"	"Female"	"0"	"0.0103448276"	"0.0137931034"	"2000"	"0.9862068966"
"Mongolia"	"2000"	"15"	"Female"	"1"	"0.0013286094"	"0.0053144376"	"2000"	"0.9946855624"
"Mongolia"	"2000"	"16"	"Male"	"0"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"16"	"Male"	"1"	"0"	"0"	"2000"	"1"
"Mongolia"	"2000"	"16"	"Female"	"0"	"0.0209302326"	"0.0279069767"	"2000"	"0.9720930233"
"Mongolia"	"2000"	"16"	"Female"	"1"	"0.0016685206"	"0.0111234705"	"2000"	"0.9888765295"
"Mongolia"	"2000"	"17"	"Male"	"0"	"0.0043956044"	"0.0005494505"	"2000"	"0.9994505495"
"Mongolia"	"2000"	"17"	"Male"	"1"	"0.0021482277"	"0"	"2000"	"1"
"Mongolia"	"2000"	"17"	"Female"	"0"	"0.0452911574"	"0.0539180446"	"2000"	"0.9460819554"
"Mongolia"	"2000"	"17"	"Female"	"1"	"0.003125"	"0.01796875"	"2000"	"0.98203125"
"Mongolia"	"2000"	"18"	"Male"	"0"	"0.0206549118"	"0.0090680101"	"2000"	"0.9909319899"
"Mongolia"	"2000"	"18"	"Male"	"1"	"0.0078616352"	"0.0031446541"	"2000"	"0.9968553459"
"Mongolia"	"2000"	"18"	"Female"	"0"	"0.116044997"	"0.1190053286"	"2000"	"0.8809946714"
"Mongolia"	"2000"	"18"	"Female"	"1"	"0.0257731959"	"0.0268041237"	"2000"	"0.9731958763"
"Mongolia"	"2000"	"19"	"Male"	"0"	"0.0480392157"	"0.0181372549"	"2000"	"0.9818627451"
"Mongolia"	"2000"	"19"	"Male"	"1"	"0.0179910045"	"0.0044977511"	"2000"	"0.9955022489"
"Mongolia"	"2000"	"19"	"Female"	"0"	"0.2182468694"	"0.2110912343"	"2000"	"0.7889087657"
"Mongolia"	"2000"	"19"	"Female"	"1"	"0.0591836735"	"0.0448979592"	"2000"	"0.9551020408"
"Mongolia"	"2000"	"20"	"Male"	"0"	"0.1042490119"	"0.0503952569"	"2000"	"0.9496047431"
"Mongolia"	"2000"	"20"	"Male"	"1"	"0.0849802372"	"0.0316205534"	"2000"	"0.9683794466"
"Mongolia"	"2000"	"20"	"Female"	"0"	"0.356232687"	"0.3368421053"	"2000"	"0.6631578947"
"Mongolia"	"2000"	"20"	"Female"	"1"	"0.1200480192"	"0.087635054"	"2000"	"0.912364946"
"Mongolia"	"2000"	"21"	"Male"	"0"	"0.2074235808"	"0.119650655"	"2000"	"0.880349345"
"Mongolia"	"2000"	"21"	"Male"	"1"	"0.1515837104"	"0.0588235294"	"2000"	"0.9411764706"
"Mongolia"	"2000"	"21"	"Female"	"0"	"0.4515265131"	"0.4295661489"	"2000"	"0.5704338511"
"Mongolia"	"2000"	"21"	"Female"	"1"	"0.1792592593"	"0.1333333333"	"2000"	"0.8666666667"
"Mongolia"	"2000"	"22"	"Male"	"0"	"0.2910583942"	"0.1856751825"	"2000"	"0.8143248175"
"Mongolia"	"2000"	"22"	"Male"	"1"	"0.2072727273"	"0.0981818182"	"2000"	"0.9018181818"
"Mongolia"	"2000"	"22"	"Female"	"0"	"0.5121006776"	"0.5053242982"	"2000"	"0.4946757018"
"Mongolia"	"2000"	"22"	"Female"	"1"	"0.2691415313"	"0.2088167053"	"2000"	"0.7911832947"
"Mongolia"	"2000"	"23"	"Male"	"0"	"0.3986394558"	"0.2802721088"	"2000"	"0.7197278912"
"Mongolia"	"2000"	"23"	"Male"	"1"	"0.2610837438"	"0.1330049261"	"2000"	"0.8669950739"
"Mongolia"	"2000"	"23"	"Female"	"0"	"0.6325953839"	"0.5878473858"	"2000"	"0.4121526142"
"Mongolia"	"2000"	"23"	"Female"	"1"	"0.3092783505"	"0.2336769759"	"2000"	"0.7663230241"
"Mongolia"	"2000"	"24"	"Male"	"0"	"0.4981255858"	"0.3655107779"	"2000"	"0.6344892221"
"Mongolia"	"2000"	"24"	"Male"	"1"	"0.265060241"	"0.1084337349"	"2000"	"0.8915662651"
"Mongolia"	"2000"	"24"	"Female"	"0"	"0.6727185858"	"0.6641184902"	"2000"	"0.3358815098"
"Mongolia"	"2000"	"24"	"Female"	"1"	"0.3902439024"	"0.2926829268"	"2000"	"0.7073170732"
"Malawi"	"2008"	"12"	"Male"	"0"	"0.0056932351"	"."	"2000"	"."
"Malawi"	"2008"	"12"	"Male"	"1"	"0.0029538131"	"."	"2000"	"."
"Malawi"	"2008"	"12"	"Female"	"0"	"0.0091388401"	"0.0056239016"	"2000"	"0.9943760984"
"Malawi"	"2008"	"12"	"Female"	"1"	"0.0011283685"	"0.002787734"	"2000"	"0.997212266"
"Malawi"	"2008"	"13"	"Male"	"0"	"0.0040725657"	"."	"2000"	"."
"Malawi"	"2008"	"13"	"Male"	"1"	"0.0028789293"	"."	"2000"	"."
"Malawi"	"2008"	"13"	"Female"	"0"	"0.023983316"	"0.0166840459"	"2000"	"0.9833159541"
"Malawi"	"2008"	"13"	"Female"	"1"	"0.0023532984"	"0.003567904"	"2000"	"0.996432096"
"Malawi"	"2008"	"14"	"Male"	"0"	"0.0052493438"	"."	"2000"	"."
"Malawi"	"2008"	"14"	"Male"	"1"	"0.0037104347"	"."	"2000"	"."
"Malawi"	"2008"	"14"	"Female"	"0"	"0.0480292352"	"0.0232315322"	"2000"	"0.9767684678"
"Malawi"	"2008"	"14"	"Female"	"1"	"0.0018843748"	"0.0073113741"	"2000"	"0.9926886259"
"Malawi"	"2008"	"15"	"Male"	"0"	"0.0135849057"	"."	"2000"	"."
"Malawi"	"2008"	"15"	"Male"	"1"	"0.004069716"	"."	"2000"	"."
"Malawi"	"2008"	"15"	"Female"	"0"	"0.1249211356"	"0.0849631966"	"2000"	"0.9150368034"
"Malawi"	"2008"	"15"	"Female"	"1"	"0.0057586837"	"0.0232175503"	"2000"	"0.9767824497"
"Malawi"	"2008"	"16"	"Male"	"0"	"0.0221270521"	"."	"2000"	"."
"Malawi"	"2008"	"16"	"Male"	"1"	"0.0035316781"	"."	"2000"	"."
"Malawi"	"2008"	"16"	"Female"	"0"	"0.2508125677"	"0.1867100036"	"2000"	"0.8132899964"
"Malawi"	"2008"	"16"	"Female"	"1"	"0.0109788513"	"0.0384837629"	"2000"	"0.9615162371"
"Malawi"	"2008"	"17"	"Male"	"0"	"0.0378893538"	"."	"2000"	"."
"Malawi"	"2008"	"17"	"Male"	"1"	"0.0051221434"	"."	"2000"	"."
"Malawi"	"2008"	"17"	"Female"	"0"	"0.3991596639"	"0.308177117"	"2000"	"0.691822883"
"Malawi"	"2008"	"17"	"Female"	"1"	"0.0223130642"	"0.092999489"	"2000"	"0.907000511"
"Malawi"	"2008"	"18"	"Male"	"0"	"0.081928839"	"."	"2000"	"."
"Malawi"	"2008"	"18"	"Male"	"1"	"0.0071621622"	"."	"2000"	"."
"Malawi"	"2008"	"18"	"Female"	"0"	"0.5458993724"	"0.4614402723"	"2000"	"0.5385597277"
"Malawi"	"2008"	"18"	"Female"	"1"	"0.0597306266"	"0.1387858677"	"2000"	"0.8612141323"
"Malawi"	"2008"	"19"	"Male"	"0"	"0.1405907173"	"."	"2000"	"."
"Malawi"	"2008"	"19"	"Male"	"1"	"0.0128254955"	"."	"2000"	"."
"Malawi"	"2008"	"19"	"Female"	"0"	"0.6469235822"	"0.6009415371"	"2000"	"0.3990584629"
"Malawi"	"2008"	"19"	"Female"	"1"	"0.0916030534"	"0.2167938931"	"2000"	"0.7832061069"
"Malawi"	"2008"	"20"	"Male"	"0"	"0.3319985867"	"."	"2000"	"."
"Malawi"	"2008"	"20"	"Male"	"1"	"0.0819512195"	"."	"2000"	"."
"Malawi"	"2008"	"20"	"Female"	"0"	"0.7402250757"	"0.7359688357"	"2000"	"0.2640311643"
"Malawi"	"2008"	"20"	"Female"	"1"	"0.1187793427"	"0.2112676056"	"2000"	"0.7887323944"
"Malawi"	"2008"	"21"	"Male"	"0"	"0.4211343284"	"."	"2000"	"."
"Malawi"	"2008"	"21"	"Male"	"1"	"0.0843210295"	"."	"2000"	"."
"Malawi"	"2008"	"21"	"Female"	"0"	"0.7611532884"	"0.8040603941"	"2000"	"0.1959396059"
"Malawi"	"2008"	"21"	"Female"	"1"	"0.128113879"	"0.2483985765"	"2000"	"0.7516014235"
"Malawi"	"2008"	"22"	"Male"	"0"	"0.512143505"	"."	"2000"	"."
"Malawi"	"2008"	"22"	"Male"	"1"	"0.0854503464"	"."	"2000"	"."
"Malawi"	"2008"	"22"	"Female"	"0"	"0.7835408532"	"0.8438075591"	"2000"	"0.1561924409"
"Malawi"	"2008"	"22"	"Female"	"1"	"0.1324354658"	"0.2962962963"	"2000"	"0.7037037037"
"Malawi"	"2008"	"23"	"Male"	"0"	"0.5779669504"	"."	"2000"	"."
"Malawi"	"2008"	"23"	"Male"	"1"	"0.0895848507"	"."	"2000"	"."
"Malawi"	"2008"	"23"	"Female"	"0"	"0.7917660149"	"0.8678270545"	"2000"	"0.1321729455"
"Malawi"	"2008"	"23"	"Female"	"1"	"0.1863857374"	"0.3387358185"	"2000"	"0.6612641815"
"Malawi"	"2008"	"24"	"Male"	"0"	"0.6395064054"	"."	"2000"	"."
"Malawi"	"2008"	"24"	"Male"	"1"	"0.1075612354"	"."	"2000"	"."
"Malawi"	"2008"	"24"	"Female"	"0"	"0.8022105426"	"0.8866903695"	"2000"	"0.1133096305"
"Malawi"	"2008"	"24"	"Female"	"1"	"0.2193548387"	"0.4"	"2000"	"0.6"
"Mexico"	"2000"	"12"	"Male"	"0"	"0.0048183639"	"."	"2000"	"."
"Mexico"	"2000"	"12"	"Male"	"1"	"0.001218769"	"."	"2000"	"."
"Mexico"	"2000"	"12"	"Female"	"0"	"0.0073601989"	"0.0028682807"	"2000"	"0.9971317193"
"Mexico"	"2000"	"12"	"Female"	"1"	"0.0011497568"	"0.0001370185"	"2000"	"0.9998629815"
"Mexico"	"2000"	"13"	"Male"	"0"	"0.0039074785"	"."	"2000"	"."
"Mexico"	"2000"	"13"	"Male"	"1"	"0.0010442399"	"."	"2000"	"."
"Mexico"	"2000"	"13"	"Female"	"0"	"0.0169955172"	"0.0024039952"	"2000"	"0.9975960048"
"Mexico"	"2000"	"13"	"Female"	"1"	"0.0010748212"	"0.0001672019"	"2000"	"0.9998327981"
"Mexico"	"2000"	"14"	"Male"	"0"	"0.0052695276"	"."	"2000"	"."
"Mexico"	"2000"	"14"	"Male"	"1"	"0.0010910386"	"."	"2000"	"."
"Mexico"	"2000"	"14"	"Female"	"0"	"0.0658423533"	"0.0196223871"	"2000"	"0.9803776129"
"Mexico"	"2000"	"14"	"Female"	"1"	"0.0014096623"	"0.0004383627"	"2000"	"0.9995616373"
"Mexico"	"2000"	"15"	"Male"	"0"	"0.0125172064"	"."	"2000"	"."
"Mexico"	"2000"	"15"	"Male"	"1"	"0.0016896653"	"."	"2000"	"."
"Mexico"	"2000"	"15"	"Female"	"0"	"0.1167896342"	"0.0501413798"	"2000"	"0.9498586202"
