"country"	"YEAR"	"AGE"	"SEX"	"prop_union"	"prop_childless"	"prop_school"	"round"	"with_child"
"Cameroon"	"2004"	"16"	"Female"	"0.1866507627"	"0.8974298706"	"0.5878015772"	"2000"	"0.1025701294"
"Cameroon"	"2004"	"17"	"Female"	"0.25707837"	"0.7996066763"	"0.5098163203"	"2000"	"0.2003933237"
"Cameroon"	"2004"	"18"	"Female"	"0.4915105509"	"0.6547484878"	"0.3736979267"	"2000"	"0.3452515122"
"Cameroon"	"2004"	"19"	"Female"	"0.5293515451"	"0.5352637846"	"0.3432674487"	"2000"	"0.4647362154"
"Cameroon"	"2004"	"20"	"Female"	"0.6597393683"	"0.3763164189"	"0.2096428545"	"2000"	"0.6236835811"
"Cameroon"	"2004"	"21"	"Female"	"0.6332105377"	"0.3702809132"	"0.2065119924"	"2000"	"0.6297190868"
"Cameroon"	"2004"	"22"	"Female"	"0.7010724721"	"0.2818832667"	"0.1508497653"	"2000"	"0.7181167333"
"Cameroon"	"2004"	"23"	"Female"	"0.7428601228"	"0.2209674788"	"0.113482195"	"2000"	"0.7790325212"
"Cameroon"	"2004"	"24"	"Female"	"0.7645555017"	"0.2322625063"	"0.0961719502"	"2000"	"0.7677374937"
"Colombia"	"2005"	"12"	"Male"	"."	"."	"0.895751899"	"2000"	"."
"Colombia"	"2005"	"12"	"Female"	"0.0029714497"	"0.9995695349"	"0.9138353114"	"2000"	"0.0004304651"
"Colombia"	"2005"	"13"	"Male"	"."	"."	"0.861120104"	"2000"	"."
"Colombia"	"2005"	"13"	"Female"	"0.0143150413"	"0.9985569621"	"0.8821593716"	"2000"	"0.0014430379"
"Colombia"	"2005"	"14"	"Male"	"0.0102597572"	"."	"0.8097065277"	"2000"	"."
"Colombia"	"2005"	"14"	"Female"	"0.0302244141"	"0.9923704882"	"0.8469405887"	"2000"	"0.0076295118"
"Colombia"	"2005"	"15"	"Male"	"0.0180176947"	"."	"0.7548656424"	"2000"	"."
"Colombia"	"2005"	"15"	"Female"	"0.059745394"	"0.9690056545"	"0.7987192109"	"2000"	"0.0309943455"
"Colombia"	"2005"	"16"	"Male"	"0.0222187145"	"."	"0.6914080743"	"2000"	"."
"Colombia"	"2005"	"16"	"Female"	"0.0993498672"	"0.9235467118"	"0.7186199159"	"2000"	"0.0764532882"
"Colombia"	"2005"	"17"	"Male"	"0.0345397671"	"."	"0.5669461791"	"2000"	"."
"Colombia"	"2005"	"17"	"Female"	"0.1537450207"	"0.8545531294"	"0.5860505354"	"2000"	"0.1454468706"
"Colombia"	"2005"	"18"	"Male"	"0.0658829343"	"."	"0.4406852274"	"2000"	"."
"Colombia"	"2005"	"18"	"Female"	"0.2165739293"	"0.7773640949"	"0.4626200697"	"2000"	"0.2226359051"
"Colombia"	"2005"	"19"	"Male"	"0.1076131872"	"."	"0.3494057619"	"2000"	"."
"Colombia"	"2005"	"19"	"Female"	"0.2713587212"	"0.7015353699"	"0.3790722905"	"2000"	"0.2984646301"
"Colombia"	"2005"	"20"	"Male"	"0.1543627585"	"."	"0.2894496509"	"2000"	"."
"Colombia"	"2005"	"20"	"Female"	"0.3334539348"	"0.6141578489"	"0.3087005659"	"2000"	"0.3858421511"
"Colombia"	"2005"	"21"	"Male"	"0.2090303416"	"."	"0.262894563"	"2000"	"."
"Colombia"	"2005"	"21"	"Female"	"0.3734075853"	"0.5635542232"	"0.2859250709"	"2000"	"0.4364457768"
"Colombia"	"2005"	"22"	"Male"	"0.2656956159"	"."	"0.2234096236"	"2000"	"."
"Colombia"	"2005"	"22"	"Female"	"0.4238374034"	"0.491933291"	"0.234206479"	"2000"	"0.508066709"
"Colombia"	"2005"	"23"	"Male"	"0.320831624"	"."	"0.1955355322"	"2000"	"."
"Colombia"	"2005"	"23"	"Female"	"0.4580983186"	"0.4555751654"	"0.2117809004"	"2000"	"0.5444248346"
"Colombia"	"2005"	"24"	"Male"	"0.3696012948"	"."	"0.1702269543"	"2000"	"."
"Colombia"	"2005"	"24"	"Female"	"0.5032914803"	"0.399071052"	"0.1749689454"	"2000"	"0.600928948"
"Costa Rica"	"2000"	"12"	"Male"	"0.0034285714"	"."	"0.9389714286"	"2000"	"."
"Costa Rica"	"2000"	"12"	"Female"	"0.0014851485"	"0.9996236357"	"0.9366336634"	"2000"	"0.0003763643"
"Costa Rica"	"2000"	"13"	"Male"	"0.0027771349"	"."	"0.8810460542"	"2000"	"."
"Costa Rica"	"2000"	"13"	"Female"	"0.004669452"	"0.9986463621"	"0.8569673138"	"2000"	"0.0013536379"
"Costa Rica"	"2000"	"14"	"Male"	"0.0029030817"	"."	"0.7791424743"	"2000"	"."
"Costa Rica"	"2000"	"14"	"Female"	"0.017187873"	"0.9919172325"	"0.7784674147"	"2000"	"0.0080827675"
"Costa Rica"	"2000"	"15"	"Male"	"0.0050574713"	"."	"0.6809195402"	"2000"	"."
"Costa Rica"	"2000"	"15"	"Female"	"0.0498960499"	"0.9674335226"	"0.7107877108"	"2000"	"0.0325664774"
"Costa Rica"	"2000"	"16"	"Male"	"0.0136562742"	"."	"0.6029373873"	"2000"	"."
"Costa Rica"	"2000"	"16"	"Female"	"0.0873036998"	"0.9141021305"	"0.6505190311"	"2000"	"0.0858978695"
"Costa Rica"	"2000"	"17"	"Male"	"0.0198542347"	"."	"0.5556672531"	"2000"	"."
"Costa Rica"	"2000"	"17"	"Female"	"0.1443569554"	"0.8601735776"	"0.5803149606"	"2000"	"0.1398264224"
"Costa Rica"	"2000"	"18"	"Male"	"0.0542963885"	"."	"0.4642590286"	"2000"	"."
"Costa Rica"	"2000"	"18"	"Female"	"0.2084870849"	"0.765"	"0.5021085925"	"2000"	"0.235"
"Costa Rica"	"2000"	"19"	"Male"	"0.0962715637"	"."	"0.3939899833"	"2000"	"."
"Costa Rica"	"2000"	"19"	"Female"	"0.2957018498"	"0.6712543009"	"0.4406964091"	"2000"	"0.3287456991"
"Costa Rica"	"2000"	"20"	"Male"	"0.1465422613"	"."	"0.3526344676"	"2000"	"."
"Costa Rica"	"2000"	"20"	"Female"	"0.3488750339"	"0.6055214724"	"0.3984819734"	"2000"	"0.3944785276"
"Costa Rica"	"2000"	"21"	"Male"	"0.2062423501"	"."	"0.3583231334"	"2000"	"."
"Costa Rica"	"2000"	"21"	"Female"	"0.4100520993"	"0.5269723533"	"0.3729696598"	"2000"	"0.4730276467"
"Costa Rica"	"2000"	"22"	"Male"	"0.2953481971"	"."	"0.2771813928"	"2000"	"."
"Costa Rica"	"2000"	"22"	"Female"	"0.4757721734"	"0.4376748523"	"0.3083026353"	"2000"	"0.5623251477"
"Costa Rica"	"2000"	"23"	"Male"	"0.3631413012"	"."	"0.2582401834"	"2000"	"."
"Costa Rica"	"2000"	"23"	"Female"	"0.5377386197"	"0.3804831532"	"0.2643171806"	"2000"	"0.6195168468"
"Costa Rica"	"2000"	"24"	"Male"	"0.422295082"	"."	"0.2314754098"	"2000"	"."
"Costa Rica"	"2000"	"24"	"Female"	"0.5734243015"	"0.3408382404"	"0.2313190383"	"2000"	"0.6591617596"
"Dominican Republic"	"2002"	"15"	"Male"	"0.0021274019"	"."	"0.9058523845"	"2000"	"."
"Dominican Republic"	"2002"	"15"	"Female"	"0.0733148453"	"0.9634058607"	"0.9208141966"	"2000"	"0.0365941393"
"Dominican Republic"	"2002"	"16"	"Male"	"0.0107445551"	"."	"0.8711882123"	"2000"	"."
"Dominican Republic"	"2002"	"16"	"Female"	"0.1465028683"	"0.9103063206"	"0.8518903158"	"2000"	"0.0896936794"
"Dominican Republic"	"2002"	"17"	"Male"	"0.0090223216"	"."	"0.7895788155"	"2000"	"."
"Dominican Republic"	"2002"	"17"	"Female"	"0.2352793693"	"0.8021080072"	"0.7856898075"	"2000"	"0.1978919928"
"Dominican Republic"	"2002"	"18"	"Male"	"0.0280020968"	"."	"0.7081602617"	"2000"	"."
"Dominican Republic"	"2002"	"18"	"Female"	"0.270951953"	"0.7392391712"	"0.7137554717"	"2000"	"0.2607608288"
"Dominican Republic"	"2002"	"19"	"Male"	"0.08512659"	"."	"0.5850850825"	"2000"	"."
"Dominican Republic"	"2002"	"19"	"Female"	"0.3603810252"	"0.6174189474"	"0.6139757076"	"2000"	"0.3825810526"
"Dominican Republic"	"2002"	"20"	"Male"	"0.1238819709"	"."	"0.4775000279"	"2000"	"."
"Dominican Republic"	"2002"	"20"	"Female"	"0.3942526682"	"0.5250299524"	"0.515764583"	"2000"	"0.4749700476"
"Dominican Republic"	"2002"	"21"	"Male"	"0.1972072239"	"."	"0.4390457242"	"2000"	"."
"Dominican Republic"	"2002"	"21"	"Female"	"0.4748448219"	"0.4546027996"	"0.4916531185"	"2000"	"0.5453972004"
"Dominican Republic"	"2002"	"22"	"Male"	"0.2688568984"	"."	"0.331934654"	"2000"	"."
"Dominican Republic"	"2002"	"22"	"Female"	"0.5050127697"	"0.3967298227"	"0.435213563"	"2000"	"0.6032701773"
"Dominican Republic"	"2002"	"23"	"Male"	"0.316735935"	"."	"0.3018406049"	"2000"	"."
"Dominican Republic"	"2002"	"23"	"Female"	"0.5361603202"	"0.3409153975"	"0.3480448175"	"2000"	"0.6590846025"
"Dominican Republic"	"2002"	"24"	"Male"	"0.421725781"	"."	"0.2277806888"	"2000"	"."
"Dominican Republic"	"2002"	"24"	"Female"	"0.6327494755"	"0.239604821"	"0.2885627955"	"2000"	"0.760395179"
"Ecuador"	"2001"	"12"	"Male"	"0.0076950481"	"."	"0.8555753473"	"2000"	"."
"Ecuador"	"2001"	"12"	"Female"	"0.0117205109"	"0.9942096556"	"0.8570247934"	"2000"	"0.0057903444"
"Ecuador"	"2001"	"13"	"Male"	"0.0063779294"	"."	"0.7918273509"	"2000"	"."
"Ecuador"	"2001"	"13"	"Female"	"0.012583442"	"0.9925447698"	"0.7969769048"	"2000"	"0.0074552302"
"Ecuador"	"2001"	"14"	"Male"	"0.0082503113"	"."	"0.7198785803"	"2000"	"."
"Ecuador"	"2001"	"14"	"Female"	"0.0229266041"	"0.9842798798"	"0.72126481"	"2000"	"0.0157201202"
"Ecuador"	"2001"	"15"	"Male"	"0.0208967174"	"."	"0.6620496397"	"2000"	"."
"Ecuador"	"2001"	"15"	"Female"	"0.0766326613"	"0.9659721664"	"0.6598120331"	"2000"	"0.0340278336"
"Ecuador"	"2001"	"16"	"Male"	"0.0293060768"	"."	"0.5931486066"	"2000"	"."
"Ecuador"	"2001"	"16"	"Female"	"0.1246031131"	"0.9186190846"	"0.6064431193"	"2000"	"0.0813809154"
"Ecuador"	"2001"	"17"	"Male"	"0.0520637515"	"."	"0.525950143"	"2000"	"."
"Ecuador"	"2001"	"17"	"Female"	"0.2077869516"	"0.8456174491"	"0.5399870487"	"2000"	"0.1543825509"
"Ecuador"	"2001"	"18"	"Male"	"0.0875231339"	"."	"0.4034546576"	"2000"	"."
"Ecuador"	"2001"	"18"	"Female"	"0.2735368957"	"0.75008364"	"0.429389313"	"2000"	"0.24991636"
"Ecuador"	"2001"	"19"	"Male"	"0.1438881371"	"."	"0.3393775372"	"2000"	"."
"Ecuador"	"2001"	"19"	"Female"	"0.3480970024"	"0.6604271026"	"0.3773155945"	"2000"	"0.3395728974"
"Ecuador"	"2001"	"20"	"Male"	"0.2219443055"	"."	"0.295981324"	"2000"	"."
"Ecuador"	"2001"	"20"	"Female"	"0.4304599499"	"0.5587430561"	"0.3149249061"	"2000"	"0.4412569439"
"Ecuador"	"2001"	"21"	"Male"	"0.3121546961"	"."	"0.2632078729"	"2000"	"."
"Ecuador"	"2001"	"21"	"Female"	"0.4835183176"	"0.4848671476"	"0.2927480598"	"2000"	"0.5151328524"
"Ecuador"	"2001"	"22"	"Male"	"0.3712292938"	"."	"0.2373147341"	"2000"	"."
"Ecuador"	"2001"	"22"	"Female"	"0.5374949"	"0.4255319149"	"0.2478988168"	"2000"	"0.5744680851"
"Ecuador"	"2001"	"23"	"Male"	"0.4552599758"	"."	"0.199257212"	"2000"	"."
"Ecuador"	"2001"	"23"	"Female"	"0.5864542497"	"0.3574668528"	"0.210442906"	"2000"	"0.6425331472"
"Ecuador"	"2001"	"24"	"Male"	"0.5065745273"	"."	"0.1812074095"	"2000"	"."
"Ecuador"	"2001"	"24"	"Female"	"0.629756504"	"0.3143133462"	"0.1844273678"	"2000"	"0.6856866538"
"Spain"	"2001"	"12"	"Male"	"."	"."	"0.9876554583"	"2000"	"."
"Spain"	"2001"	"12"	"Female"	"."	"."	"0.9885835913"	"2000"	"."
"Spain"	"2001"	"13"	"Male"	"."	"."	"0.9888417558"	"2000"	"."
"Spain"	"2001"	"13"	"Female"	"0.0000959233"	"."	"0.9877218225"	"2000"	"."
"Spain"	"2001"	"14"	"Male"	"0.000089662"	"."	"0.9817089572"	"2000"	"."
"Spain"	"2001"	"14"	"Female"	"0.000184179"	"0.9999079105"	"0.9831476195"	"2000"	"0.0000920895"
"Spain"	"2001"	"15"	"Male"	"0.0006948667"	"."	"0.9718578998"	"2000"	"."
"Spain"	"2001"	"15"	"Female"	"0.0012244514"	"0.9997174343"	"0.9663746821"	"2000"	"0.0002825657"
"Spain"	"2001"	"16"	"Male"	"0.0029732408"	"0.9996696399"	"0.8117773373"	"2000"	"0.0003303601"
"Spain"	"2001"	"16"	"Female"	"0.0070496084"	"0.9974760661"	"0.8756309835"	"2000"	"0.0025239339"
"Spain"	"2001"	"17"	"Male"	"0.0044991712"	"0.999526403"	"0.7099218565"	"2000"	"0.000473597"
"Spain"	"2001"	"17"	"Female"	"0.0124233891"	"0.9924631439"	"0.8189498095"	"2000"	"0.0075368561"
"Spain"	"2001"	"18"	"Male"	"0.0085794549"	"0.9971148736"	"0.6039025131"	"2000"	"0.0028851264"
"Spain"	"2001"	"18"	"Female"	"0.0253174603"	"0.983015873"	"0.726984127"	"2000"	"0.016984127"
"Spain"	"2001"	"19"	"Male"	"0.0121593591"	"0.9949932051"	"0.5279307632"	"2000"	"0.0050067949"
"Spain"	"2001"	"19"	"Female"	"0.0401271956"	"0.9747880073"	"0.6580102968"	"2000"	"0.0252119927"
"Spain"	"2001"	"20"	"Male"	"0.0226859643"	"0.9908448334"	"0.4698754628"	"2000"	"0.0091551666"
"Spain"	"2001"	"20"	"Female"	"0.0607809605"	"0.9623058287"	"0.595909933"	"2000"	"0.0376941713"
"Spain"	"2001"	"21"	"Male"	"0.0312379731"	"0.9868505452"	"0.4157793457"	"2000"	"0.0131494548"
"Spain"	"2001"	"21"	"Female"	"0.0850066934"	"0.9499330656"	"0.5269076305"	"2000"	"0.0500669344"
"Spain"	"2001"	"22"	"Male"	"0.0517412319"	"0.9800470938"	"0.3634898996"	"2000"	"0.0199529062"
"Spain"	"2001"	"22"	"Female"	"0.1170863657"	"0.9387518516"	"0.4604237779"	"2000"	"0.0612481484"
"Spain"	"2001"	"23"	"Male"	"0.0654075662"	"0.9750883495"	"0.3280806442"	"2000"	"0.0249116505"
"Spain"	"2001"	"23"	"Female"	"0.1548823601"	"0.9219188102"	"0.3877240034"	"2000"	"0.0780811898"
"Spain"	"2001"	"24"	"Male"	"0.1000285144"	"0.9651554035"	"0.2772740234"	"2000"	"0.0348445965"
"Spain"	"2001"	"24"	"Female"	"0.2023999527"	"0.9088490867"	"0.3313826329"	"2000"	"0.0911509133"
"Ethiopia"	"2000"	"15"	"Female"	"0.0584260525"	"0.9934928821"	"0.3211759943"	"2000"	"0.0065071179"
"Ethiopia"	"2000"	"16"	"Female"	"0.1792647097"	"0.9648160397"	"0.3042904088"	"2000"	"0.0351839603"
"Ethiopia"	"2000"	"17"	"Female"	"0.2121365456"	"0.8821600113"	"0.278420427"	"2000"	"0.1178399887"
"Ethiopia"	"2000"	"18"	"Female"	"0.3644424701"	"0.7756187833"	"0.1859893946"	"2000"	"0.2243812167"
"Ethiopia"	"2000"	"19"	"Female"	"0.4368459816"	"0.6430034946"	"0.186935788"	"2000"	"0.3569965054"
"Ethiopia"	"2000"	"20"	"Female"	"0.5803684894"	"0.4796679598"	"0.0937844188"	"2000"	"0.5203320402"
"Ethiopia"	"2000"	"21"	"Female"	"0.6041457107"	"0.4283874258"	"0.0833709773"	"2000"	"0.5716125742"
"Ethiopia"	"2000"	"22"	"Female"	"0.6255600888"	"0.3990102987"	"0.0592089478"	"2000"	"0.6009897013"
"Ethiopia"	"2000"	"23"	"Female"	"0.6885249623"	"0.2873078863"	"0.0554306051"	"2000"	"0.7126921137"
"Ethiopia"	"2000"	"24"	"Female"	"0.692117055"	"0.2541264998"	"0.0403232801"	"2000"	"0.7458735002"
"France"	"1999"	"12"	"Male"	"."	"."	"0.9931382442"	"2000"	"."
"France"	"1999"	"12"	"Female"	"."	"."	"0.9933144355"	"2000"	"."
"France"	"1999"	"13"	"Male"	"."	"."	"0.9937340218"	"2000"	"."
"France"	"1999"	"13"	"Female"	"."	"."	"0.9949348388"	"2000"	"."
"France"	"1999"	"14"	"Male"	"0.0003541256"	"0.9998988213"	"0.9945363485"	"2000"	"0.0001011787"
"France"	"1999"	"14"	"Female"	"0.003374036"	"0.9997857755"	"0.9957155099"	"2000"	"0.0002142245"
"France"	"1999"	"15"	"Male"	"0.0009765625"	"0.9995888158"	"0.9921875"	"2000"	"0.0004111842"
"France"	"1999"	"15"	"Female"	"0.0044095504"	"0.9990320499"	"0.9945149495"	"2000"	"0.0009679501"
"France"	"1999"	"16"	"Male"	"0.0012564635"	"0.9993234427"	"0.9674769246"	"2000"	"0.0006765573"
"France"	"1999"	"16"	"Female"	"0.0050510204"	"0.9971938776"	"0.9773979592"	"2000"	"0.0028061224"
"France"	"1999"	"17"	"Male"	"0.0057199584"	"0.998156377"	"0.9329204879"	"2000"	"0.001843623"
"France"	"1999"	"17"	"Female"	"0.0107000454"	"0.9945490335"	"0.9554333014"	"2000"	"0.0054509665"
"France"	"1999"	"18"	"Male"	"0.0097416551"	"0.9971348073"	"0.8370182895"	"2000"	"0.0028651927"
"France"	"1999"	"18"	"Female"	"0.0342619917"	"0.9871955184"	"0.8941129395"	"2000"	"0.0128044816"
"France"	"1999"	"19"	"Male"	"0.0251771446"	"0.9948741143"	"0.7247097844"	"2000"	"0.0051258857"
"France"	"1999"	"19"	"Female"	"0.0813664924"	"0.971540208"	"0.7967685728"	"2000"	"0.028459792"
"France"	"1999"	"20"	"Male"	"0.04839629"	"0.9901031142"	"0.5854707498"	"2000"	"0.0098968858"
"France"	"1999"	"20"	"Female"	"0.14284144"	"0.9517449849"	"0.6710085188"	"2000"	"0.0482550151"
"France"	"1999"	"21"	"Male"	"0.0847218595"	"0.9814050666"	"0.4688952729"	"2000"	"0.0185949334"
"France"	"1999"	"21"	"Female"	"0.2208989006"	"0.9214809226"	"0.5421427032"	"2000"	"0.0785190774"
"France"	"1999"	"22"	"Male"	"0.1289222737"	"0.9700069256"	"0.3701987108"	"2000"	"0.0299930744"
"France"	"1999"	"22"	"Female"	"0.3049194941"	"0.8877374784"	"0.4328931974"	"2000"	"0.1122625216"
"France"	"1999"	"23"	"Male"	"0.2013229489"	"0.9519897578"	"0.2792062307"	"2000"	"0.0480102422"
"France"	"1999"	"23"	"Female"	"0.3985806239"	"0.8415029983"	"0.3159487264"	"2000"	"0.1584970017"
"France"	"1999"	"24"	"Male"	"0.2834366253"	"0.9220811675"	"0.1949220312"	"2000"	"0.0779188325"
"France"	"1999"	"24"	"Female"	"0.4790988609"	"0.7880390561"	"0.2168938161"	"2000"	"0.2119609439"
"Gabon"	"2000"	"15"	"Female"	"0.055581984"	"0.938833532"	"0.8773082599"	"2000"	"0.061166468"
"Gabon"	"2000"	"16"	"Female"	"0.1246892072"	"0.8466928628"	"0.7990759543"	"2000"	"0.1533071372"
"Gabon"	"2000"	"17"	"Female"	"0.1980545636"	"0.6768162758"	"0.6558084563"	"2000"	"0.3231837242"
"Gabon"	"2000"	"18"	"Female"	"0.2778685435"	"0.6274821392"	"0.5999659173"	"2000"	"0.3725178608"
"Gabon"	"2000"	"19"	"Female"	"0.3112790014"	"0.5317847554"	"0.5718911405"	"2000"	"0.4682152446"
"Gabon"	"2000"	"20"	"Female"	"0.4547521307"	"0.3552464859"	"0.4777579299"	"2000"	"0.6447535141"
"Gabon"	"2000"	"21"	"Female"	"0.4761054711"	"0.2732327675"	"0.4298442748"	"2000"	"0.7267672325"
"Gabon"	"2000"	"22"	"Female"	"0.5014692798"	"0.2929238457"	"0.3131092356"	"2000"	"0.7070761543"
"Gabon"	"2000"	"23"	"Female"	"0.525331529"	"0.275490649"	"0.2917306165"	"2000"	"0.724509351"
"Gabon"	"2000"	"24"	"Female"	"0.6607481299"	"0.1798975468"	"0.2605410275"	"2000"	"0.8201024532"
"Ghana"	"2000"	"12"	"Male"	"."	"."	"0.7173325091"	"2000"	"."
"Ghana"	"2000"	"12"	"Female"	"0.001354513"	"0.9910981697"	"0.7019660961"	"2000"	"0.0089018303"
"Ghana"	"2000"	"13"	"Male"	"."	"."	"0.7007503799"	"2000"	"."
"Ghana"	"2000"	"13"	"Female"	"0.0013938287"	"0.9896781732"	"0.6787465154"	"2000"	"0.0103218268"
"Ghana"	"2000"	"14"	"Male"	"."	"."	"0.6979480696"	"2000"	"."
"Ghana"	"2000"	"14"	"Female"	"0.0017550018"	"0.9872961024"	"0.6515067944"	"2000"	"0.0127038976"
"Ghana"	"2000"	"15"	"Male"	"0.0924100542"	"."	"0.5770083785"	"2000"	"."
"Ghana"	"2000"	"15"	"Female"	"0.1037719143"	"0.8907646029"	"0.533823269"	"2000"	"0.1092353971"
"Ghana"	"2000"	"16"	"Male"	"0.0886739879"	"."	"0.557613506"	"2000"	"."
"Ghana"	"2000"	"16"	"Female"	"0.1186393805"	"0.8794870359"	"0.4897676991"	"2000"	"0.1205129641"
"Ghana"	"2000"	"17"	"Male"	"0.0901315024"	"."	"0.4839986035"	"2000"	"."
"Ghana"	"2000"	"17"	"Female"	"0.1550302364"	"0.8427466749"	"0.4012583226"	"2000"	"0.1572533251"
"Ghana"	"2000"	"18"	"Male"	"0.0999347137"	"."	"0.3629919791"	"2000"	"."
"Ghana"	"2000"	"18"	"Female"	"0.2399508762"	"0.7776024482"	"0.273534552"	"2000"	"0.2223975518"
"Ghana"	"2000"	"19"	"Male"	"0.1035547671"	"."	"0.3109928379"	"2000"	"."
"Ghana"	"2000"	"19"	"Female"	"0.3058128608"	"0.7185543153"	"0.2206336421"	"2000"	"0.2814456847"
"Ghana"	"2000"	"20"	"Male"	"0.160674852"	"."	"0.16676972"	"2000"	"."
"Ghana"	"2000"	"20"	"Female"	"0.470951401"	"0.5185140659"	"0.0848899794"	"2000"	"0.4814859341"
"Ghana"	"2000"	"21"	"Male"	"0.1656663652"	"."	"0.1573624928"	"2000"	"."
"Ghana"	"2000"	"21"	"Female"	"0.4521209243"	"0.5235761909"	"0.0957581513"	"2000"	"0.4764238091"
"Ghana"	"2000"	"22"	"Male"	"0.2105868815"	"."	"0.1230661041"	"2000"	"."
"Ghana"	"2000"	"22"	"Female"	"0.5506929668"	"0.4275164273"	"0.0619357065"	"2000"	"0.5724835727"
"Ghana"	"2000"	"23"	"Male"	"0.2494568591"	"."	"0.1017225326"	"2000"	"."
"Ghana"	"2000"	"23"	"Female"	"0.5568091415"	"0.4080674734"	"0.0572792363"	"2000"	"0.5919325266"
"Ghana"	"2000"	"24"	"Male"	"0.291040793"	"."	"0.0792985132"	"2000"	"."
"Ghana"	"2000"	"24"	"Female"	"0.6191924779"	"0.3533687448"	"0.0365735619"	"2000"	"0.6466312552"
"Guinea"	"1999"	"15"	"Female"	"0.1982703892"	"0.9425437838"	"0.1431112039"	"2000"	"0.0574562162"
"Guinea"	"1999"	"16"	"Female"	"0.2988474521"	"0.8144033988"	"0.1872470745"	"2000"	"0.1855966012"
"Guinea"	"1999"	"17"	"Female"	"0.4741402473"	"0.7050344336"	"0.1179183259"	"2000"	"0.2949655664"
"Guinea"	"1999"	"18"	"Female"	"0.6145397589"	"0.4696834725"	"0.1132283121"	"2000"	"0.5303165275"
"Guinea"	"1999"	"19"	"Female"	"0.651535272"	"0.4390550575"	"0.103217187"	"2000"	"0.5609449425"
"Guinea"	"1999"	"20"	"Female"	"0.7983723708"	"0.3051718117"	"0.0504630079"	"2000"	"0.6948281883"
"Guinea"	"1999"	"21"	"Female"	"0.7642322742"	"0.2651682573"	"0.0927101593"	"2000"	"0.7348317427"
"Guinea"	"1999"	"22"	"Female"	"0.8244175623"	"0.1938945758"	"0.0636997352"	"2000"	"0.8061054242"
"Guinea"	"1999"	"23"	"Female"	"0.8194932933"	"0.1288227208"	"0.037665481"	"2000"	"0.8711772792"
"Guinea"	"1999"	"24"	"Female"	"0.8622050997"	"0.155602447"	"0.020901342"	"2000"	"0.844397553"
"Guatemala"	"1998"	"15"	"Female"	"0.0798480965"	"0.9653777419"	"0.439929606"	"2000"	"0.0346222581"
"Guatemala"	"1998"	"16"	"Female"	"0.2005110434"	"0.9519506952"	"0.3483052192"	"2000"	"0.0480493048"
"Guatemala"	"1998"	"17"	"Female"	"0.2412047203"	"0.8021064992"	"0.3845885607"	"2000"	"0.1978935008"
"Guatemala"	"1998"	"18"	"Female"	"0.3033997086"	"0.7458405749"	"0.2866624757"	"2000"	"0.2541594251"
"Guatemala"	"1998"	"19"	"Female"	"0.4529649275"	"0.5857119411"	"0.2516920008"	"2000"	"0.4142880589"
"Guatemala"	"1998"	"20"	"Female"	"0.5823315343"	"0.4373682879"	"0.1243922539"	"2000"	"0.5626317121"
"Guatemala"	"1998"	"21"	"Female"	"0.5383651566"	"0.4333229735"	"0.1938073802"	"2000"	"0.5666770265"
"Guatemala"	"1998"	"22"	"Female"	"0.6932690213"	"0.2559789399"	"0.093890509"	"2000"	"0.7440210601"
"Guatemala"	"1998"	"23"	"Female"	"0.6456482568"	"0.238587325"	"0.0760391421"	"2000"	"0.761412675"
"Guatemala"	"1998"	"24"	"Female"	"0.6977963604"	"0.2469184055"	"0.1439457852"	"2000"	"0.7530815945"
"Honduras"	"2005"	"15"	"Female"	"0.077820917"	"0.976021147"	"0.430112845"	"2000"	"0.023978853"
"Honduras"	"2005"	"16"	"Female"	"0.1372322752"	"0.915278461"	"0.3415696396"	"2000"	"0.084721539"
"Honduras"	"2005"	"17"	"Female"	"0.2239901273"	"0.8219940747"	"0.3052619429"	"2000"	"0.1780059253"
"Honduras"	"2005"	"18"	"Female"	"0.2740164831"	"0.7148421734"	"0.2740094835"	"2000"	"0.2851578266"
"Honduras"	"2005"	"19"	"Female"	"0.3628574497"	"0.627742136"	"0.243900221"	"2000"	"0.372257864"
"Honduras"	"2005"	"20"	"Female"	"0.4299598551"	"0.5105450434"	"0.1875465845"	"2000"	"0.4894549566"
"Honduras"	"2005"	"21"	"Female"	"0.5171449288"	"0.4185635196"	"0.1628204098"	"2000"	"0.5814364804"
"Honduras"	"2005"	"22"	"Female"	"0.5286254505"	"0.3621328782"	"0.1603811102"	"2000"	"0.6378671218"
"Honduras"	"2005"	"23"	"Female"	"0.6163853942"	"0.3133849436"	"0.1394047099"	"2000"	"0.6866150564"
"Honduras"	"2005"	"24"	"Female"	"0.6412901025"	"0.2407492822"	"0.1133458584"	"2000"	"0.7592507178"
"Haiti"	"2000"	"15"	"Female"	"0.0082303954"	"0.9900649269"	"0.4854899088"	"2000"	"0.0099350731"
"Haiti"	"2000"	"16"	"Female"	"0.0553233618"	"0.9549480264"	"0.4144079751"	"2000"	"0.0450519736"
"Haiti"	"2000"	"17"	"Female"	"0.1833503122"	"0.8411792372"	"0.3787560772"	"2000"	"0.1588207628"
"Haiti"	"2000"	"18"	"Female"	"0.2048391849"	"0.8290421631"	"0.3540563161"	"2000"	"0.1709578369"
"Haiti"	"2000"	"19"	"Female"	"0.3027229353"	"0.7466709933"	"0.2539194627"	"2000"	"0.2533290067"
