"country"	"YEAR"	"AGE"	"withchild1"	"withchild2"	"prop_child"
"Romania"	"2002"	"24"	"."	"0.0654796094"	"0.4406599255"
"Rwanda"	"2002"	"12"	"0"	"0"	"."
"Rwanda"	"2002"	"13"	"0.0009025271"	"0"	"0.0014502454"
"Rwanda"	"2002"	"14"	"0.0027938535"	"0.0024096386"	"0.0040582005"
"Rwanda"	"2002"	"15"	"0.0017321016"	"0.0016934801"	"0.0076305619"
"Rwanda"	"2002"	"16"	"0.0038004751"	"0.0073138298"	"0.0162140655"
"Rwanda"	"2002"	"17"	"0.0029097963"	"0.0071942446"	"0.0412675769"
"Rwanda"	"2002"	"18"	"0.0124333925"	"0.0176423416"	"0.0854829034"
"Rwanda"	"2002"	"19"	"0.0519877676"	"0.0246350365"	"0.1689680616"
"Rwanda"	"2002"	"20"	"0.087962963"	"0.0447609359"	"0.2763972105"
"Rwanda"	"2002"	"21"	"0.0894308943"	"0.0981996727"	"0.394585324"
"Rwanda"	"2002"	"22"	"0.1047619048"	"0.0932038835"	"0.5196982397"
"Rwanda"	"2002"	"23"	"0.2181818182"	"0.1680216802"	"0.6144679658"
"Rwanda"	"2002"	"24"	"0.3541666667"	"0.222614841"	"0.6922433036"
"Slovenia"	"2002"	"12"	"."	"."	"."
"Slovenia"	"2002"	"17"	"0"	"0"	"0.0019203911"
"Slovenia"	"2002"	"22"	"."	"0.0326447335"	"0.1042639278"
"Sierra Leone"	"2004"	"12"	"0"	"0"	"0.0030307864"
"Sierra Leone"	"2004"	"13"	"0.0014154282"	"0"	"0.0067168736"
"Sierra Leone"	"2004"	"14"	"0.0004384042"	"0.0025104603"	"0.0111598246"
"Sierra Leone"	"2004"	"15"	"0.0044583148"	"0.0024937656"	"0.0561486754"
"Sierra Leone"	"2004"	"16"	"0.0022346369"	"0.0036390102"	"0.078268474"
"Sierra Leone"	"2004"	"17"	"0.0186219739"	"0.0044523598"	"0.1320997173"
"Sierra Leone"	"2004"	"18"	"0.0202898551"	"0.0133587786"	"0.2064444134"
"Sierra Leone"	"2004"	"19"	"0.0146520147"	"0.0242360379"	"0.257823447"
"Sierra Leone"	"2004"	"20"	"0.1340996169"	"0.0576725026"	"0.5538108883"
"Sierra Leone"	"2004"	"21"	"0.1805555556"	"0.0494845361"	"0.5522113022"
"Sierra Leone"	"2004"	"22"	"0.1204819277"	"0.093877551"	"0.6252469813"
"Sierra Leone"	"2004"	"23"	"0.2244897959"	"0.1307189542"	"0.6379140702"
"Sierra Leone"	"2004"	"24"	"0.1428571429"	"0.1412639405"	"0.644414626"
"Senegal"	"2002"	"12"	"0.0026420079"	"0.0026990553"	"0.0135188867"
"Senegal"	"2002"	"13"	"0.0056179775"	"0.0048833424"	"0.0214015946"
"Senegal"	"2002"	"14"	"0.0093240093"	"0.0044444444"	"0.0364066894"
"Senegal"	"2002"	"15"	"0.0092421442"	"0.0077177508"	"0.1025445015"
"Senegal"	"2002"	"16"	"0.0189873418"	"0.0112433862"	"0.1612180332"
"Senegal"	"2002"	"17"	"0.0277777778"	"0.0151394422"	"0.2539983735"
"Senegal"	"2002"	"18"	"0.0769230769"	"0.0226283725"	"0.3643740722"
"Senegal"	"2002"	"19"	"0.1014492754"	"0.0272835113"	"0.3692095747"
"Senegal"	"2002"	"20"	"0.2111111111"	"0.0443285528"	"0.5704209329"
"Senegal"	"2002"	"21"	"0.2352941176"	"0.0498084291"	"0.4909090909"
"Senegal"	"2002"	"22"	"0.3518518519"	"0.084095064"	"0.6056439942"
"Senegal"	"2002"	"23"	"0.2962962963"	"0.1114649682"	"0.624276411"
"Senegal"	"2002"	"24"	"0.5"	"0.1423076923"	"0.6583395943"
"Chad"	"2004"	"15"	"0"	"0"	"0.0217010498"
"Chad"	"2004"	"16"	"0.0647423901"	"0.0572416586"	"0.1705121136"
"Chad"	"2004"	"17"	"0.1297246"	"0.0302297983"	"0.3198120109"
"Chad"	"2004"	"18"	"0.3041938734"	"0.1600525165"	"0.5022867731"
"Chad"	"2004"	"19"	"0.3927378997"	"0.1687381159"	"0.6177174357"
"Chad"	"2004"	"20"	"0.2635604635"	"0.3096120706"	"0.7475469094"
"Chad"	"2004"	"21"	"."	"0.3429925581"	"0.8119543939"
"Chad"	"2004"	"22"	"0.786498804"	"0.3271200771"	"0.8468658037"
"Chad"	"2004"	"23"	"1"	"0.5242413463"	"0.8502064368"
"Chad"	"2004"	"24"	"."	"0.6604759214"	"0.9350802477"
"Togo"	"1998"	"15"	"0"	"0"	"0.0134382273"
"Togo"	"1998"	"16"	"0"	"0"	"0.0633480373"
"Togo"	"1998"	"17"	"0"	"0"	"0.1351018981"
"Togo"	"1998"	"18"	"0"	"0"	"0.2439408806"
"Togo"	"1998"	"19"	"0.1138974943"	"0.0133758663"	"0.3865700817"
"Togo"	"1998"	"20"	"0"	"0.0155929401"	"0.5078904619"
"Togo"	"1998"	"21"	"0"	"0"	"0.5278810632"
"Togo"	"1998"	"22"	"0.2241928689"	"0.0325471514"	"0.6394869811"
"Togo"	"1998"	"23"	"."	"0.0213154157"	"0.6887975773"
"Togo"	"1998"	"24"	"1"	"0.0851280538"	"0.8067521928"
"Tanzania"	"2002"	"12"	"0.0026342953"	"0.0004287632"	"0.0033248212"
"Tanzania"	"2002"	"13"	"0.004306158"	"0.0034009926"	"0.0072303306"
"Tanzania"	"2002"	"14"	"0.0072678061"	"0.0068813025"	"0.0137211375"
"Tanzania"	"2002"	"15"	"0.0109918572"	"0.0089539155"	"0.0328353492"
"Tanzania"	"2002"	"16"	"0.0234070251"	"0.0172418653"	"0.0701857178"
"Tanzania"	"2002"	"17"	"0.0724439758"	"0.0295704293"	"0.1565735307"
"Tanzania"	"2002"	"18"	"0.2433336023"	"0.0585614977"	"0.3174323007"
"Tanzania"	"2002"	"19"	"0.2251416613"	"0.0863399391"	"0.4527716526"
"Tanzania"	"2002"	"20"	"0.3817305826"	"0.1531728529"	"0.6243778931"
"Tanzania"	"2002"	"21"	"0.459690408"	"0.1810932016"	"0.675894519"
"Tanzania"	"2002"	"22"	"0.4668505491"	"0.2723878988"	"0.7459295643"
"Tanzania"	"2002"	"23"	"0.4641218701"	"0.3333858641"	"0.7899338505"
"Tanzania"	"2002"	"24"	"0.5067091858"	"0.3902780939"	"0.8177443794"
"Uganda"	"2002"	"12"	"0.0040197694"	"0.0126662445"	"0.0057828283"
"Uganda"	"2002"	"13"	"0.0049178762"	"0.0083609821"	"0.008091954"
"Uganda"	"2002"	"14"	"0.01291765"	"0.0171698113"	"0.020621118"
"Uganda"	"2002"	"15"	"0.0307085797"	"0.0324411316"	"0.0552681256"
"Uganda"	"2002"	"16"	"0.060332073"	"0.0686732673"	"0.1258257423"
"Uganda"	"2002"	"17"	"0.1172905526"	"0.1178254051"	"0.2623584868"
"Uganda"	"2002"	"18"	"0.2831125828"	"0.2396607807"	"0.4503412415"
"Uganda"	"2002"	"19"	"0.4270613108"	"0.3023946538"	"0.6095853527"
"Uganda"	"2002"	"20"	"0.5534213685"	"0.3384194944"	"0.7239707958"
"Uganda"	"2002"	"21"	"0.6309278351"	"0.3658536585"	"0.7642642643"
"Uganda"	"2002"	"22"	"0.6170212766"	"0.4094187527"	"0.8153586992"
"Uganda"	"2002"	"23"	"0.6651785714"	"0.4369688385"	"0.8482640377"
"Uganda"	"2002"	"24"	"0.7446808511"	"0.4662162162"	"0.880412267"
"United States"	"2000"	"12"	"0"	"0"	"."
"United States"	"2000"	"13"	"0"	"0"	"."
"United States"	"2000"	"14"	"0"	"0"	"."
"United States"	"2000"	"15"	"."	"0.0074420604"	"0.0082031145"
"United States"	"2000"	"16"	"."	"0.0202669395"	"0.025560129"
"United States"	"2000"	"17"	"."	"0.0351541736"	"0.0475862364"
"United States"	"2000"	"18"	"."	"0.0452843395"	"0.0836972058"
"United States"	"2000"	"19"	"."	"0.0507795485"	"0.1347628393"
"United States"	"2000"	"20"	"."	"0.0661083391"	"0.189933385"
"United States"	"2000"	"21"	"."	"0.0883450961"	"0.2525420887"
"United States"	"2000"	"22"	"."	"0.1215070338"	"0.3022434239"
"United States"	"2000"	"23"	"."	"0.1787862387"	"0.3515177627"
"United States"	"2000"	"24"	"."	"0.2289882636"	"0.3993023311"
"Venezuela"	"2001"	"12"	"0.0006800871"	"0.0005468964"	"0.0018299856"
"Venezuela"	"2001"	"13"	"0.0028583993"	"0.0014808138"	"0.0044669862"
"Venezuela"	"2001"	"14"	"0.0038626609"	"0.0021511802"	"0.0120003692"
"Venezuela"	"2001"	"15"	"0.0098944591"	"0.007567044"	"0.034484311"
"Venezuela"	"2001"	"16"	"0.0275715801"	"0.0164865614"	"0.080346794"
"Venezuela"	"2001"	"17"	"0.064957265"	"0.034763439"	"0.1446214591"
"Venezuela"	"2001"	"18"	"0.1652173913"	"0.0617816092"	"0.225351478"
"Venezuela"	"2001"	"19"	"0.2398523985"	"0.0875451264"	"0.3084477498"
"Venezuela"	"2001"	"20"	"0.3243243243"	"0.1246934772"	"0.3980168659"
"Venezuela"	"2001"	"21"	"0.3732394366"	"0.1692981292"	"0.4637580794"
"Venezuela"	"2001"	"22"	"0.3151515152"	"0.2089413226"	"0.5206818396"
"Venezuela"	"2001"	"23"	"0.4253731343"	"0.2659515443"	"0.5711436494"
"Venezuela"	"2001"	"24"	"0.6"	"0.321561746"	"0.626698602"
"Vietnam"	"1999"	"12"	"."	"."	"."
"Vietnam"	"1999"	"13"	"."	"."	"."
"Vietnam"	"1999"	"14"	"."	"."	"."
"Vietnam"	"1999"	"15"	"0"	"0.0002274665"	"0.0020207488"
"Vietnam"	"1999"	"16"	"0"	"0.0000145847"	"0.0072383705"
"Vietnam"	"1999"	"17"	"0.0100827548"	"0.0001513389"	"0.0213130967"
"Vietnam"	"1999"	"18"	"0.0204965454"	"0.0000603639"	"0.0567823499"
"Vietnam"	"1999"	"19"	"0.0619833439"	"0.0016789562"	"0.1377118758"
"Vietnam"	"1999"	"20"	"0.1344849725"	"0.0054322737"	"0.2353876031"
"Vietnam"	"1999"	"21"	"0.145153608"	"0.0193931349"	"0.3378717983"
"Vietnam"	"1999"	"22"	"0.4104149521"	"0.0447367215"	"0.4560375923"
"Vietnam"	"1999"	"23"	"0.2616384915"	"0.1009960818"	"0.5507161784"
"Vietnam"	"1999"	"24"	"0.4825874355"	"0.1648646445"	"0.6203612002"
"South Africa"	"2001"	"12"	"0.0023195436"	"0.0026379023"	"0.0030963132"
"South Africa"	"2001"	"13"	"0.0046630252"	"0.0051731786"	"0.0067624514"
"South Africa"	"2001"	"14"	"0.0074082159"	"0.0083062455"	"0.0120607378"
"South Africa"	"2001"	"15"	"0.0277633238"	"0.0210739104"	"0.032510039"
"South Africa"	"2001"	"16"	"0.0545853355"	"0.050391443"	"0.0752326111"
"South Africa"	"2001"	"17"	"0.1015917491"	"0.0906644556"	"0.1392672276"
"South Africa"	"2001"	"18"	"0.2065187586"	"0.1451784344"	"0.2243344422"
"South Africa"	"2001"	"19"	"0.2627036011"	"0.2095066714"	"0.3089214231"
"South Africa"	"2001"	"20"	"0.2830509462"	"0.2660663286"	"0.383902519"
"South Africa"	"2001"	"21"	"0.3216035894"	"0.324536659"	"0.463245748"
"South Africa"	"2001"	"22"	"0.5166508025"	"0.392451479"	"0.5379388092"
"South Africa"	"2001"	"23"	"0.5558309177"	"0.4512842092"	"0.5980679308"
"South Africa"	"2001"	"24"	"0.639965163"	"0.525636742"	"0.652226129"
"Zimbabwe"	"1999"	"15"	"0"	"0"	"0.0259026975"
"Zimbabwe"	"1999"	"16"	"0"	"0"	"0.0425274955"
"Zimbabwe"	"1999"	"17"	"0"	"0"	"0.136203844"
"Zimbabwe"	"1999"	"18"	"."	"0"	"0.2756367906"
"Zimbabwe"	"1999"	"19"	"0.6188210534"	"0.0907656685"	"0.3961830375"
"Zimbabwe"	"1999"	"20"	"."	"0.0935600843"	"0.5326763983"
"Zimbabwe"	"1999"	"21"	"."	"0.3197622945"	"0.6889340712"
"Zimbabwe"	"1999"	"22"	"1"	"0.1920402081"	"0.7081457989"
"Zimbabwe"	"1999"	"23"	"."	"0.4771968491"	"0.7682301575"
"Zimbabwe"	"1999"	"24"	"."	"0.7334445117"	"0.8287952903"
